ID,_Description,_Result,_When_Fails,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Item_OptionType,_Item_OptionClass,_Item_OptionGroup,_Item_OptionLevel,_Item_OptionGroup_Check,_Enchant_Material,_Enchant_Material_Count,_Consumption_OP_Min,_Consumption_OP_Max,_Probability_Modifier,_Probability_Min,_Probability_Max,_Error,_charge,_Enchant_type
19587,Lv9 ??? ??,13509,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,9,10300,8,1,180202201,2,5,10,10,5,95,,0,2
19588,Lv10 ??? ??,13510,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,10,10300,9,1,180202201,2,5,10,10,5,95,,0,2
19589,Lv11 ??? ??,13511,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,11,10300,10,1,180202201,2,5,10,-70,70,70,,0,2
19590,Lv12 ??? ??,13512,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,12,10300,11,1,180202201,2,5,10,-70,60,60,,0,2
19591,Lv13 ??? ??,13513,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,13,10300,12,1,180202201,2,5,10,-70,50,50,,0,2
19592,Lv14 ??? ??,13514,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,14,10300,13,1,180202201,2,5,10,-70,50,50,,0,2
19593,Lv15 ??? ??,13515,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,15,10300,14,1,180202201,2,5,10,-70,50,50,,0,2
19594,Lv16 ??? ??,13516,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,16,10300,15,1,180202201,2,5,10,-70,50,50,,0,2
19595,Lv17 ??? ??,13517,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,17,10300,16,1,180202201,2,5,10,-70,50,50,,0,2
19596,Lv18 ??? ??,13518,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,18,10300,17,1,180202201,2,5,10,-70,50,50,,0,2
19597,Lv19 ??? ??,13519,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,19,10300,18,1,180202201,2,5,10,-70,50,50,,0,2
19598,Lv20 ??? ??,13520,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,20,10300,19,1,180202201,2,5,10,-70,50,50,,0,2
19599,Lv1 ?? ??? ??,13601,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1,2900,0,0,180202201,2,5,10,10,5,95,,0,2
19600,Lv2 ?? ??? ??,13602,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,2,2900,1,1,180202201,2,5,10,10,5,95,,0,2
19601,Lv3 ?? ??? ??,13603,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,3,2900,2,1,180202201,2,5,10,10,5,95,,0,2
19602,Lv4 ?? ??? ??,13604,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,4,2900,3,1,180202201,2,5,10,10,5,95,,0,2
19603,Lv5 ?? ??? ??,13605,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,2900,4,1,180202201,2,5,10,10,5,95,,0,2
19604,Lv6 ?? ??? ??,13606,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,6,2900,5,1,180202201,2,5,10,10,5,95,,0,2
19605,Lv7 ?? ??? ??,13607,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,7,2900,6,1,180202201,2,5,10,10,5,95,,0,2
19606,Lv8 ?? ??? ??,13608,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,8,2900,7,1,180202201,2,5,10,10,5,95,,0,2
19607,Lv9 ?? ??? ??,13609,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,9,2900,8,1,180202201,2,5,10,10,5,95,,0,2
19608,Lv10 ?? ??? ??,13610,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,10,2900,9,1,180202201,2,5,10,10,5,95,,0,2
19609,Lv11 ?? ??? ??,13611,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,11,2900,10,1,180202201,2,5,10,-70,70,70,,0,2
19610,Lv12 ?? ??? ??,13612,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,12,2900,11,1,180202201,2,5,10,-70,60,60,,0,2
19611,Lv13 ?? ??? ??,13613,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,13,2900,12,1,180202201,2,5,10,-70,50,50,,0,2
19612,Lv14 ?? ??? ??,13614,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,14,2900,13,1,180202201,2,5,10,-70,50,50,,0,2
19613,Lv15 ?? ??? ??,13615,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,15,2900,14,1,180202201,2,5,10,-70,50,50,,0,2
19614,Lv16 ?? ??? ??,13616,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,16,2900,15,1,180202201,2,5,10,-70,50,50,,0,2
19615,Lv17 ?? ??? ??,13617,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,17,2900,16,1,180202201,2,5,10,-70,50,50,,0,2
19616,Lv18 ?? ??? ??,13618,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,18,2900,17,1,180202201,2,5,10,-70,50,50,,0,2
19617,Lv19 ?? ??? ??,13619,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,19,2900,18,1,180202201,2,5,10,-70,50,50,,0,2
19618,Lv20 ?? ??? ??,13620,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,20,2900,19,1,180202201,2,5,10,-70,50,50,,0,2
19619,Lv1 ?? ?? ??,12301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1,5700,0,0,180202201,2,5,10,10,5,95,,0,2
19620,Lv2 ?? ?? ??,12302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,2,5700,1,1,180202201,2,5,10,10,5,95,,0,2
19621,Lv3 ?? ?? ??,12303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,3,5700,2,1,180202201,2,5,10,10,5,95,,0,2
19622,Lv4 ?? ?? ??,12304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,4,5700,3,1,180202201,2,5,10,10,5,95,,0,2
19623,Lv5 ?? ?? ??,12305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,5700,4,1,180202201,2,5,10,10,5,95,,0,2
19624,Lv6 ?? ?? ??,12306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,6,5700,5,1,180202201,2,5,10,10,5,95,,0,2
19625,Lv7 ?? ?? ??,12307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,7,5700,6,1,180202201,2,5,10,10,5,95,,0,2
19626,Lv8 ?? ?? ??,12308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,8,5700,7,1,180202201,2,5,10,10,5,95,,0,2
19627,Lv9 ?? ?? ??,12309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,9,5700,8,1,180202201,2,5,10,10,5,95,,0,2
19628,Lv10 ?? ?? ??,12310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,10,5700,9,1,180202201,2,5,10,10,5,95,,0,2
19629,Lv11 ?? ?? ??,12311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,11,5700,10,1,180202201,2,5,10,-70,70,70,,0,2
19630,Lv12 ?? ?? ??,12312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,12,5700,11,1,180202201,2,5,10,-70,60,60,,0,2
19631,Lv13 ?? ?? ??,12313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,13,5700,12,1,180202201,2,5,10,-70,50,50,,0,2
19632,Lv14 ?? ?? ??,12314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,14,5700,13,1,180202201,2,5,10,-70,50,50,,0,2
19633,Lv15 ?? ?? ??,12315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,15,5700,14,1,180202201,2,5,10,-70,50,50,,0,2
19634,Lv16 ?? ?? ??,12316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,16,5700,15,1,180202201,2,5,10,-70,50,50,,0,2
19635,Lv17 ?? ?? ??,12317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,17,5700,16,1,180202201,2,5,10,-70,50,50,,0,2
19636,Lv18 ?? ?? ??,12318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,18,5700,17,1,180202201,2,5,10,-70,50,50,,0,2
19637,Lv19 ?? ?? ??,12319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,19,5700,18,1,180202201,2,5,10,-70,50,50,,0,2
19638,Lv20 ?? ?? ??,12320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,20,5700,19,1,180202201,2,5,10,-70,50,50,,0,2
19639,Lv1 ??/?? ??? ??,13301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1,14800,0,0,180202201,2,5,10,10,5,95,,0,2
19640,Lv2 ??/?? ??? ??,13302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,2,14800,1,1,180202201,2,5,10,10,5,95,,0,2
19641,Lv3 ??/?? ??? ??,13303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,3,14800,2,1,180202201,2,5,10,10,5,95,,0,2
19642,Lv4 ??/?? ??? ??,13304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,4,14800,3,1,180202201,2,5,10,10,5,95,,0,2
19643,Lv5 ??/?? ??? ??,13305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,14800,4,1,180202201,2,5,10,10,5,95,,0,2
19644,Lv6 ??/?? ??? ??,13306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,6,14800,5,1,180202201,2,5,10,10,5,95,,0,2
19645,Lv7 ??/?? ??? ??,13307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,7,14800,6,1,180202201,2,5,10,10,5,95,,0,2
19646,Lv8 ??/?? ??? ??,13308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,8,14800,7,1,180202201,2,5,10,10,5,95,,0,2
19647,Lv9 ??/?? ??? ??,13309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,9,14800,8,1,180202201,2,5,10,10,5,95,,0,2
19648,Lv10 ??/?? ??? ??,13310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,10,14800,9,1,180202201,2,5,10,10,5,95,,0,2
19649,Lv11 ??/?? ??? ??,13311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,11,14800,10,1,180202201,2,5,10,-70,70,70,,0,2
19650,Lv12 ??/?? ??? ??,13312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,12,14800,11,1,180202201,2,5,10,-70,60,60,,0,2
19651,Lv13 ??/?? ??? ??,13313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,13,14800,12,1,180202201,2,5,10,-70,50,50,,0,2
19652,Lv14 ??/?? ??? ??,13314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,14,14800,13,1,180202201,2,5,10,-70,50,50,,0,2
19653,Lv15 ??/?? ??? ??,13315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,15,14800,14,1,180202201,2,5,10,-70,50,50,,0,2
19654,Lv16 ??/?? ??? ??,13316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,16,14800,15,1,180202201,2,5,10,-70,50,50,,0,2
19655,Lv17 ??/?? ??? ??,13317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,17,14800,16,1,180202201,2,5,10,-70,50,50,,0,2
19656,Lv18 ??/?? ??? ??,13318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,18,14800,17,1,180202201,2,5,10,-70,50,50,,0,2
19657,Lv19 ??/?? ??? ??,13319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,19,14800,18,1,180202201,2,5,10,-70,50,50,,0,2
19658,Lv20 ??/?? ??? ??,13320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,20,14800,19,1,180202201,2,5,10,-70,50,50,,0,2
19659,Lv 1. ?? ???? ??,12401,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1,6100,0,0,180202201,2,5,10,10,5,95,,0,2
19660,Lv 2. ?? ???? ??,12402,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,2,6100,1,1,180202201,2,5,10,10,5,95,,0,2
19661,Lv 3. ?? ???? ??,12403,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,3,6100,2,1,180202201,2,5,10,10,5,95,,0,2
19662,Lv 4. ?? ???? ??,12404,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,4,6100,3,1,180202201,2,5,10,10,5,95,,0,2
19663,Lv 5. ?? ???? ??,12405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,6100,4,1,180202201,2,5,10,10,5,95,,0,2
19664,Lv 6. ?? ???? ??,12406,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,6,6100,5,1,180202201,2,5,10,10,5,95,,0,2
19665,Lv 7. ?? ???? ??,12407,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,7,6100,6,1,180202201,2,5,10,10,5,95,,0,2
19666,Lv 8. ?? ???? ??,12408,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,8,6100,7,1,180202201,2,5,10,10,5,95,,0,2
19667,Lv 9. ?? ???? ??,12409,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,9,6100,8,1,180202201,2,5,10,10,5,95,,0,2
19668,Lv 10. ?? ???? ??,12410,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,10,6100,9,1,180202201,2,5,10,10,5,95,,0,2
19669,Lv 11. ?? ???? ??,12411,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,11,6100,10,1,180202201,2,5,10,-70,70,70,,0,2
19670,Lv 12. ?? ???? ??,12412,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,12,6100,11,1,180202201,2,5,10,-70,60,60,,0,2
19671,Lv 13. ?? ???? ??,12413,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,13,6100,12,1,180202201,2,5,10,-70,50,50,,0,2
19672,Lv 14. ?? ???? ??,12414,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,14,6100,13,1,180202201,2,5,10,-70,50,50,,0,2
19673,Lv 15. ?? ???? ??,12415,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,15,6100,14,1,180202201,2,5,10,-70,50,50,,0,2
19674,Lv 16. ?? ???? ??,12416,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,16,6100,15,1,180202201,2,5,10,-70,50,50,,0,2
19675,Lv 17. ?? ???? ??,12417,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,17,6100,16,1,180202201,2,5,10,-70,50,50,,0,2
19676,Lv 18. ?? ???? ??,12418,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,18,6100,17,1,180202201,2,5,10,-70,50,50,,0,2
19677,Lv 19. ?? ???? ??,12419,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,19,6100,18,1,180202201,2,5,10,-70,50,50,,0,2
19678,Lv 20. ?? ???? ??,12420,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,20,6100,19,1,180202201,2,5,10,-70,50,50,,0,2
19679,Lv1 ??? ??,12101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1,7700,0,0,180202201,2,5,10,10,5,95,,0,2
19680,Lv2 ??? ??,12102,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,2,7700,1,1,180202201,2,5,10,10,5,95,,0,2
19681,Lv3 ??? ??,12103,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,3,7700,2,1,180202201,2,5,10,10,5,95,,0,2
19682,Lv4 ??? ??,12104,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,4,7700,3,1,180202201,2,5,10,10,5,95,,0,2
19683,Lv5 ??? ??,12105,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,7700,4,1,180202201,2,5,10,10,5,95,,0,2
19684,Lv6 ??? ??,12106,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,6,7700,5,1,180202201,2,5,10,10,5,95,,0,2
19685,Lv7 ??? ??,12107,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,7,7700,6,1,180202201,2,5,10,10,5,95,,0,2
19686,Lv8 ??? ??,12108,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,8,7700,7,1,180202201,2,5,10,10,5,95,,0,2
19687,Lv9 ??? ??,12109,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,9,7700,8,1,180202201,2,5,10,10,5,95,,0,2
19688,Lv10 ??? ??,12110,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,10,7700,9,1,180202201,2,5,10,10,5,95,,0,2
19689,Lv11 ??? ??,12111,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,11,7700,10,1,180202201,2,5,10,-70,70,70,,0,2
19690,Lv12 ??? ??,12112,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,12,7700,11,1,180202201,2,5,10,-70,60,60,,0,2
19691,Lv13 ??? ??,12113,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,13,7700,12,1,180202201,2,5,10,-70,50,50,,0,2
19692,Lv14 ??? ??,12114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,14,7700,13,1,180202201,2,5,10,-70,50,50,,0,2
19693,Lv15 ??? ??,12115,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,15,7700,14,1,180202201,2,5,10,-70,50,50,,0,2
19694,Lv16 ??? ??,12116,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,16,7700,15,1,180202201,2,5,10,-70,50,50,,0,2
19695,Lv17 ??? ??,12117,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,17,7700,16,1,180202201,2,5,10,-70,50,50,,0,2
19696,Lv18 ??? ??,12118,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,18,7700,17,1,180202201,2,5,10,-70,50,50,,0,2
19697,Lv19 ??? ??,12119,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,19,7700,18,1,180202201,2,5,10,-70,50,50,,0,2
19698,Lv20 ??? ??,12120,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,20,7700,19,1,180202201,2,5,10,-70,50,50,,0,2
19699,Lv1 ??? ??,13501,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1,10300,0,0,180202201,2,5,10,10,5,95,,0,2
19700,Lv2 ??? ??,13502,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,2,10300,1,1,180202201,2,5,10,10,5,95,,0,2
19701,Lv3 ??? ??,13503,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,3,10300,2,1,180202201,2,5,10,10,5,95,,0,2
19702,Lv4 ??? ??,13504,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,4,10300,3,1,180202201,2,5,10,10,5,95,,0,2
19703,Lv5 ??? ??,13505,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,10300,4,1,180202201,2,5,10,10,5,95,,0,2
19704,Lv6 ??? ??,13506,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,6,10300,5,1,180202201,2,5,10,10,5,95,,0,2
19705,Lv7 ??? ??,13507,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,7,10300,6,1,180202201,2,5,10,10,5,95,,0,2
19706,Lv8 ??? ??,13508,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,8,10300,7,1,180202201,2,5,10,10,5,95,,0,2
19707,Lv9 ??? ??,13509,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,9,10300,8,1,180202201,2,5,10,10,5,95,,0,2
19708,Lv10 ??? ??,13510,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,10,10300,9,1,180202201,2,5,10,10,5,95,,0,2
19709,Lv11 ??? ??,13511,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,11,10300,10,1,180202201,2,5,10,-70,70,70,,0,2
19710,Lv12 ??? ??,13512,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,12,10300,11,1,180202201,2,5,10,-70,60,60,,0,2
19711,Lv13 ??? ??,13513,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,13,10300,12,1,180202201,2,5,10,-70,50,50,,0,2
19712,Lv14 ??? ??,13514,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,14,10300,13,1,180202201,2,5,10,-70,50,50,,0,2
19713,Lv15 ??? ??,13515,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,15,10300,14,1,180202201,2,5,10,-70,50,50,,0,2
19714,Lv16 ??? ??,13516,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,16,10300,15,1,180202201,2,5,10,-70,50,50,,0,2
19715,Lv17 ??? ??,13517,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,17,10300,16,1,180202201,2,5,10,-70,50,50,,0,2
19716,Lv18 ??? ??,13518,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,18,10300,17,1,180202201,2,5,10,-70,50,50,,0,2
19717,Lv19 ??? ??,13519,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,19,10300,18,1,180202201,2,5,10,-70,50,50,,0,2
19718,Lv20 ??? ??,13520,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,20,10300,19,1,180202201,2,5,10,-70,50,50,,0,2
19719,Lv1 ?? ??? ??,13601,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1,2900,0,0,180202201,2,5,10,10,5,95,,0,2
19720,Lv2 ?? ??? ??,13602,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,2,2900,1,1,180202201,2,5,10,10,5,95,,0,2
19721,Lv3 ?? ??? ??,13603,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,3,2900,2,1,180202201,2,5,10,10,5,95,,0,2
19722,Lv4 ?? ??? ??,13604,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,4,2900,3,1,180202201,2,5,10,10,5,95,,0,2
19723,Lv5 ?? ??? ??,13605,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,2900,4,1,180202201,2,5,10,10,5,95,,0,2
19724,Lv6 ?? ??? ??,13606,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,6,2900,5,1,180202201,2,5,10,10,5,95,,0,2
19725,Lv7 ?? ??? ??,13607,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,7,2900,6,1,180202201,2,5,10,10,5,95,,0,2
19726,Lv8 ?? ??? ??,13608,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,8,2900,7,1,180202201,2,5,10,10,5,95,,0,2
19727,Lv9 ?? ??? ??,13609,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,9,2900,8,1,180202201,2,5,10,10,5,95,,0,2
19728,Lv10 ?? ??? ??,13610,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,10,2900,9,1,180202201,2,5,10,10,5,95,,0,2
19729,Lv11 ?? ??? ??,13611,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,11,2900,10,1,180202201,2,5,10,-70,70,70,,0,2
19730,Lv12 ?? ??? ??,13612,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,12,2900,11,1,180202201,2,5,10,-70,60,60,,0,2
19731,Lv13 ?? ??? ??,13613,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,13,2900,12,1,180202201,2,5,10,-70,50,50,,0,2
19732,Lv14 ?? ??? ??,13614,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,14,2900,13,1,180202201,2,5,10,-70,50,50,,0,2
19733,Lv15 ?? ??? ??,13615,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,15,2900,14,1,180202201,2,5,10,-70,50,50,,0,2
19734,Lv16 ?? ??? ??,13616,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,16,2900,15,1,180202201,2,5,10,-70,50,50,,0,2
19735,Lv17 ?? ??? ??,13617,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,17,2900,16,1,180202201,2,5,10,-70,50,50,,0,2
19736,Lv18 ?? ??? ??,13618,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,18,2900,17,1,180202201,2,5,10,-70,50,50,,0,2
19737,Lv19 ?? ??? ??,13619,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,19,2900,18,1,180202201,2,5,10,-70,50,50,,0,2
19738,Lv20 ?? ??? ??,13620,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,20,2900,19,1,180202201,2,5,10,-70,50,50,,0,2
19739,Lv1 ??? ??,13001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1,10700,0,0,180202201,2,5,10,10,5,95,,0,2
19740,Lv2 ??? ??,13002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,2,10700,1,1,180202201,2,5,10,10,5,95,,0,2
19741,Lv3 ??? ??,13003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,3,10700,2,1,180202201,2,5,10,10,5,95,,0,2
19742,Lv4 ??? ??,13004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,4,10700,3,1,180202201,2,5,10,10,5,95,,0,2
19743,Lv5 ??? ??,13005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,10700,4,1,180202201,2,5,10,10,5,95,,0,2
19744,Lv6 ??? ??,13006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,6,10700,5,1,180202201,2,5,10,10,5,95,,0,2
19745,Lv7 ??? ??,13007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,7,10700,6,1,180202201,2,5,10,10,5,95,,0,2
