ID,_CutInImage,_Npcname,_Message,_EventType1,_TypeID1,_Text1,_EventType2,_TypeID2,_Text2,_EventType3,_TypeID3,_Text3,_EventType4,_TypeID4,_Text4,_EventType5,_TypeID5,_Text5,_EventType6,_TypeID6,_Text6
6081,532,解除詛咒的臣子,歡迎你。,4,60811,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7001,115,喬艾,這是旅行的絕佳天氣!?,1,115004020,1. 對話,4,77001,2. 回報任務,0,0,,0,0,,0,0,,0,0,
7002,116,喬艾,應該要去找穆亞的，但是老是被其他的事情給絆住，要是讓我見到影波克，我不會饒過他的!,1,116650500,1. 對話,4,77001,2. 回報任務,0,0,,0,0,,0,0,,0,0,
7003,61,亞輝,你沒有受傷吧?真的非常感謝你。,1,116650400,1. 對話,4,77012,2. 任務,0,0,,0,0,,0,0,,0,0,
7004,757,沃爾丁,啊，雖然漸漸變得有趣了，但是我的年紀也漸漸大了…。,1,116650000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7005,749,愛琳,什麼，真是驚人的發現啊!,1,116650100,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7006,745,愛伊琳,呼…是真的嗎?我就知道會是重大的事情…。,1,116650200,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7007,123,穆亞和喬艾,嗯，就要這樣分開了，真是可惜!,1,116650600,1. 對話,4,77002,2. 任務,0,0,,0,0,,0,0,,0,0,
7008,133,阿權,嗯，腰，腰…。,1,116651200,1. 對話,4,77003,2. 任務,0,0,,0,0,,0,0,,0,0,
7009,125,蕭羽,必須要…消滅玄武。,1,116651000,1. 對話,4,77005,2. 任務,0,0,,0,0,,0,0,,0,0,
7010,134,小藍,如果是少俠，一定可以辦得道的，呵呵。,1,116650800,1. 對話,4,77004,2. 任務,0,0,,0,0,,0,0,,0,0,
7011,133,阿權,喝喝，怎麼會。嗯∼,1,116650900,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7012,586,米勒,有什麼事嗎?,1,128750200,1. 對話,4,77014,2. 任務,0,0,,0,0,,0,0,,0,0,
7013,125,蕭羽,啊，你來了啊，歡迎歡迎…!,1,116650700,1. 對話,4,77006,2. 任務,0,0,,0,0,,0,0,,0,0,
7014,589,艾妮斯,你好!,1,128750100,1. 對話,4,77013,2. 任務,2,70141,3. 道具交易,0,0,,0,0,,0,0,
7015,98,雷比亞倫斯,已經做好前往世界樹的準備了嗎?,4,28010,1. 任務,10,70151,2. 吉恩蒂亞聲望兌換,4,70151,3. 吉恩蒂亞聲望任務,0,0,,0,0,,0,0,
7016,534,黑月公主,竟然讓侵入者進入父親休息的地方…,1,116651600,1. 對話,4,77007,2. 任務,0,0,,0,0,,0,0,,0,0,
7017,593,艾溫,噢!好痛喔!下手很重喔!,1,128750300,1. 對話,4,77015,2. 任務,0,0,,0,0,,0,0,,0,0,
7018,201,卡蒂亞•舒,非常感謝你的幫助。,1,116651400,1. 對話,4,77009,2. 任務,0,0,,0,0,,0,0,,0,0,
7019,203,範繼宇,喔，麻煩你了。,1,116651500,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7020,596,艾爾梅,是!你請說!,1,128750400,1. 對話,4,77016,2. 任務,0,0,,0,0,,0,0,,0,0,
7021,600,拉姆亞,在街道的時候真不好意思!,1,128750500,1. 對話,4,77017,2. 任務,0,0,,0,0,,0,0,,0,0,
7022,318,少女,帶來了滿滿的帝國和聯合公會的物資!,1,138510000,1. 對話,10,70221,2. 普雷伊奧斯聲望兌換,4,70221,3. 普雷伊奧斯聲望任務,0,0,,0,0,,0,0,
7023,127,薩伊安貝斯普棋,你的故鄉不是這個世界啊。呼…我就知道我會遇到和我一樣的人。,1,116652000,1. 對話,4,77011,2. 任務,0,0,,0,0,,0,0,,0,0,
7024,145,卡茲諾,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7025,621,泰勒,旅行者，休息一會兒啊。,1,138500000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7026,612,妮宜,整個世界都被毀的感覺啊...,1,138530000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7027,640,奧丁,一天一天，小小的變化真的讓我開心.,1,138520000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7028,619,少女,(少女在微笑.),4,70281,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7029,612,莉莉,魔王沒有更新的話，劇情劇情裡不會出現莉莉哦~ 魔王...s(啾咪)z,0,0,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7030,534,黑月公主,..........,1,138503000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7031,534,黑月公主,..........,1,138503000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7032,693,夏林,開學欸…好像很好玩!,1,146501000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7033,672,銀結,快準備準備吧~,1,146500000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7034,674,玄真浩,嗯…那傢伙怎麼老是不上不下的!,1,146502000,1. 對話,4,70341,2. 任務,0,0,,0,0,,0,0,,0,0,
7035,675,飛伊,還是打給119吧! (←不能打),1,146503000,1. 對話,4,70351,2. 任務,0,0,,0,0,,0,0,,0,0,
7036,676,麒麟,…真有趣!嗯!好玩!,1,146504000,1. 對話,4,70361,2. 任務,0,0,,0,0,,0,0,,0,0,
7037,677,才?,真奇怪!怎麼會這麼累呀?感覺像剛打完場戰那樣的累!,1,146505000,1. 對話,4,70371,2. 任務,0,0,,0,0,,0,0,,0,0,
7038,678,徐羅賢,還好嗎?有沒有哪裡受傷?,1,146506000,1. 對話,4,70381,2. 任務,0,0,,0,0,,0,0,,0,0,
7039,679,有真,感覺好怪，難道這就是會長說過的...,1,146507000,1. 對話,4,70391,2. 任務,0,0,,0,0,,0,0,,0,0,
7040,680,奧丁,你就是轉學生嗎?果然…呵呵...,1,146508000,1. 對話,4,70401,2. 任務,0,0,,0,0,,0,0,,0,0,
7041,681,妮宜,…歡迎歡迎!很開心認識你!,1,146509000,1. 對話,4,70411,2. 任務,0,0,,0,0,,0,0,,0,0,
7042,682,ELLE,天氣真好!很適合來趟旅行呢!,1,146510000,1. 對話,4,70421,2. 任務,10,70421,3. 學習書交易,0,0,,0,0,,0,0,
7043,683,索爾,今天是開學日嗎?又要開始忙囉!哈哈~,1,146511000,1. 對話,2,70431,2. 道具交易,0,0,,0,0,,0,0,,0,0,
7044,684,雷尼,哇…真美…哇嗚…這是真的假的?美到令人分不出真假呢~,1,146512000,1. 對話,2,70441,2. 道具交易,0,0,,0,0,,0,0,,0,0,
7045,685,亞瑟絲,該下課囉~ 該回家囉~該去血拼囉~?,1,146513000,1. 對話,4,70451,2. 任務,0,0,,0,0,,0,0,,0,0,
7046,686,伊克納特,"嗯嗯!究竟會上什麼""課""呢?呵呵...",1,146514000,1. 對話,4,70461,2. 任務,0,0,,0,0,,0,0,,0,0,
7047,674,玄真浩,飛伊好像很累，趕緊讓他休息吧!,1,146606000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7048,683,索爾,羅基啊…我…我沒事!我不怕!,1,146601000,1. 對話,2,70481,2. 道具交易,0,0,,0,0,,0,0,,0,0,
7049,684,雷尼,雖然又暗又恐怖，但似乎也很放心…,1,146603000,1. 對話,2,70491,2. 道具交易,0,0,,0,0,,0,0,,0,0,
7050,684,雷尼,雖然又暗又恐怖，但似乎也很放心…,1,146603000,1. 對話,2,70501,2. 道具交易,0,0,,0,0,,0,0,,0,0,
7051,684,雷尼,雖然又暗又恐怖，但似乎也很放心…,1,146603000,1. 對話,2,70511,2. 道具交易,0,0,,0,0,,0,0,,0,0,
7052,684,雷尼,雖然又暗又恐怖，但似乎也很放心…,1,146603000,1. 對話,2,70521,2. 道具交易,0,0,,0,0,,0,0,,0,0,
7053,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7054,686,伊克納特,在這兒又遇見了呢!,1,146607000,1. 對話,2,70541,2. 道具交易,0,0,,0,0,,0,0,,0,0,
7055,685,亞瑟絲,還好嗎?需要裝備的話就來這邊吧!,1,146605000,1. 對話,2,70551,2. 道具交易,0,0,,0,0,,0,0,,0,0,
7056,681,妮宜,好險沒出什麼事!,1,146609000,1. 對話,4,70561,2. 任務,0,0,,0,0,,0,0,,0,0,
7057,678,徐羅賢,在學校裡徘徊悠蕩的夢消失了好多呢!看來你是其中一個呀!,1,146610000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7058,676,麒麟,真是奇怪的夢呀!,1,146611000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7059,677,才?,那傢伙…沒事吧?,1,146612000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7060,679,有真,會長雖然很強…但現況實在是太奇怪了呀!,1,146613000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7061,677,才?,真是的…總是讓人家嚇了一大跳!,1,146614000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7062,679,有真,雖然是沒什麼擔心的，但輔佐會長是我的工作…就別製造太麻煩的狀況給我吧!,1,146615000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7063,722,亞凱殷,歡迎歡迎。,1,148008000,1. 對話,4,70631,2. 任務,0,0,,0,0,,0,0,,0,0,
7064,694,帕勒米菈,Hi-心情好嗎?,1,148001000,1. 對話,4,70641,2. 任務,4,27002,3. 戰士們的休息地任務,4,27004,4. 每日任務,0,0,,0,0,
7065,702,佧羅內,有什麼事嗎?,1,148002000,1. 對話,4,70651,2. 任務,0,0,,0,0,,0,0,,0,0,
7066,721,摩莉絲,歡迎光臨-! 這裡是奧斯古拉斯臨時商店&物品保管處☆,1,148006000,1. 對話,4,70662,2. 每日任務,2,70663,3. 道具交易,0,0,,0,0,,0,0,
7067,711,巴勒摩,您好。,1,148004000,1. 對話,4,70672,2. 每日任務,0,0,,0,0,,0,0,,0,0,
7068,707,克倫,……,1,148003000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7069,720,啾比,噢，有什麼事情嗎?,1,148007000,1. 對話,4,70691,2. 任務,0,0,,0,0,,0,0,,0,0,
7070,714,彼可曼,嗯?什麼啊?為什麼?,1,148005000,1. 對話,4,70701,2. 任務,0,0,,0,0,,0,0,,0,0,
7071,697,帕勒米菈,啊…嗚呃…,1,149020000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7072,702,佧羅內,你到底是做什麼的人啊?,1,149030000,1. 對話,4,70721,2. 任務,0,0,,0,0,,0,0,,0,0,
7073,702,佧羅內,…不想見到的人。,1,149040000,1. 對話,4,70731,2. 任務,0,0,,0,0,,0,0,,0,0,
7074,694,帕勒米菈,……,1,149050000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7075,702,佧羅內,快點來。,1,149060000,1. 對話,4,70751,2. 任務,0,0,,0,0,,0,0,,0,0,
7076,694,帕勒米菈,真的- 嚇一跳!,1,149070000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7077,702,佧羅內,…現在要從哪裡出現呢?,1,149080000,1. 對話,4,70771,2. 任務,0,0,,0,0,,0,0,,0,0,
8001,339,萊莉,要接任務的話，只要按下數字鍵1或點擊即可。,4,80011,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
8002,174,琪拉,想知道變強的方法嗎?,9,8002,1. 移動至其它地區,0,0,,0,0,,0,0,,0,0,,0,0,
8003,205,摩莉絲修女,不知道多久沒有見面了，很高興見到你啊!你死定了!,9,8003,1. 移動至其它地區,0,0,,0,0,,0,0,,0,0,,0,0,
8004,317,傑伊特,%s。 是為了轉換輔助職業而來的嗎?,9,8004,1. 移動至其它地區,0,0,,0,0,,0,0,,0,0,,0,0,
7078,56,貝伊兒,這裡是哪裡…先進入副本吧!鬥士們啊!,1,148009000,1. 對話,4,70781,2. 青空城競技場任務,0,0,,0,0,,0,0,,0,0,
8005,71,夏洛,想要快點提升等級嗎?,1,148010000,1. 對話,9,8005,2. 前往時空連結,0,0,,0,0,,0,0,,0,0,
8006,71,夏洛,想要快點提升等級嗎?,1,148010000,1. 對話,9,8006,2. 前往時空連結,0,0,,0,0,,0,0,,0,0,
8007,71,夏洛,想要快點提升等級嗎?,1,148010000,1. 對話,9,8007,2. 前往時空連結,0,0,,0,0,,0,0,,0,0,
8008,71,夏洛,想要快點提升等級嗎?,1,148010000,1. 對話,9,8008,2. 前往時空連結,0,0,,0,0,,0,0,,0,0,
8009,71,夏洛,想要快點提升等級嗎?,1,148010000,1. 對話,9,8009,2. 前往時空連結,0,0,,0,0,,0,0,,0,0,
8010,71,夏洛,想要快點提升等級嗎?,1,148010000,1. 對話,9,8010,2. 前往時空連結,0,0,,0,0,,0,0,,0,0,
8011,71,夏洛,想要快點提升等級嗎?,1,148010000,1. 對話,9,8011,2. 前往時空連結,0,0,,0,0,,0,0,,0,0,
8012,71,夏洛,想要快點提升等級嗎?,1,148010000,1. 對話,9,8012,2. 前往時空連結,0,0,,0,0,,0,0,,0,0,
7079,772,吉恩蒂亞,龍祭城把世上所有的東西都搶奪來到底是有何企圖?,1,152300001,1. 對話,4,21941,2. 任務,4,21942,3. 每日任務,0,0,,0,0,,0,0,
7080,770,蕾蕾,周圍到處都是有趣的東西?,1,152003500,1. 對話,4,21943,2. 任務,4,21944,3. 每日任務,0,0,,0,0,,0,0,
7081,772,吉恩蒂亞,到底龍祭城發生了什麼事?,1,152300001,1. 對話,4,21945,2. 月華院任務,4,21946,3. 龍皇城任務,4,21947,4. 每日任務,2,70811,5. 道具交易,0,0,
2601,250,肥肥奉春植,蹦蹦跳跳的前往生存地圖!,4,21871,1. 任務,2,26011,2. 交易採集活動技能,0,0,,0,0,,0,0,,0,0,
2602,250,肥肥奉春植,9週年超!~優~~值活動現在開始了。~,4,21872,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2603,250,肥肥奉春植,9週年超!~優~~值活動現在開始了。~,4,21873,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7082,103,宜靜,莫名感覺良好。到底公主在哪裡啊?,4,21948,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7083,753,愛思泰,天氣真好，對吧?,4,21949,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7084,770,蕾蕾,好煩，好餓，又好累…啊，怎麼沒有一點好玩的事啊?,4,21950,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7085,769,奇毅,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7086,773,龍祭,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7087,772,昏倒的吉恩蒂亞,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7088,753,愛思泰,沒關係嗎??,4,21953,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7089,103,宜靜,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7090,769,奇毅,事情變的怎麼樣了?,1,152003700,1. 對話,4,21952,2. 任務,0,0,,0,0,,0,0,,0,0,
2604,62,兔女郎,Event! 是任務哦~,4,21874,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2605,778,Hot! 嘻哈鴿,嘻哈鴿給玩家們的超優值活動!超值禮物打開時不要太驚訝哦!,10,26051,1. 嘻哈鴿活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
2606,778,嘻哈鴿,嘻哈鴿給玩家們的超優值活動!超值禮物打開時不要太驚訝哦!,10,26061,1. 活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
2607,321,倉庫管理員羅賓,這裡是未知的倉庫。,1,153001000,1. 對話,9,2607,2. 前往未知的倉庫地下,0,0,,0,0,,0,0,,0,0,
2608,321,倉庫管理員羅賓,這裡是未知的倉庫。,4,21880,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2609,321,倉庫管理員羅賓,這裡是未知的倉庫。,4,21881,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2610,321,倉庫管理員羅賓,這裡是未知的倉庫。,4,21882,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2611,321,倉庫管理員羅賓,這裡是未知的倉庫。,4,21883,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2612,321,倉庫管理員羅賓,這裡是未知的倉庫。,4,21884,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7091,779,雷比,我是吉恩蒂亞帝國的監查團長，雷比,1,154003000,1. 對話,4,21885,2. 任務,0,0,,0,0,,0,0,,0,0,
7092,780,帕勒米菈,呼~好忙啊..好忙,1,154003200,1. 對話,4,21886,2. 任務,0,0,,0,0,,0,0,,0,0,
7093,781,費勒迪南德,嗯，感受到不尋常的氣息…,1,154003800,1. 對話,4,21887,2. 任務,0,0,,0,0,,0,0,,0,0,
7094,782,克拉烏德,陽光真好,1,154003100,1. 對話,4,21888,2. 任務,0,0,,0,0,,0,0,,0,0,
7095,783,梅莉沙,沒有什麼地方有什麼有趣的事嗎~?,1,154003400,1. 對話,4,21889,2. 任務,2,70951,3. 道具交易,0,0,,0,0,,0,0,
7096,784,貝麗泰,您好,1,154003700,1. 對話,4,21890,2. 任務,10,70961,3. 特洛里聲望兌換,0,0,,0,0,,0,0,
7097,711,巴勒摩,菇菇森林真是個神奇的地方啊!,1,154003600,1. 對話,4,21891,2. 任務,0,0,,0,0,,0,0,,0,0,
7098,785,海雷斯,特洛里…由我來守護,1,154003300,1. 對話,4,21892,2. 任務,4,28018,3. 每日任務,0,0,,0,0,,0,0,
7099,722,亞凱殷,怪物真的到處都是,1,154003500,1. 對話,4,21893,2. 任務,4,28017,3. 每日任務,0,0,,0,0,,0,0,
7100,774,彩諾恩,世界第一美女探長，彩諾恩 就是我~,1,154009000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7101,226,代理人艾瑪,正要執行重要的任務,1,154009100,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7102,227,代理人麥考伊,呼~這麼快就覺得累了呢,1,154009200,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7103,228,代理人魯道夫,呵呵，這真是…事情變得難辦了,1,154009300,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7104,230,代理人歐瑟,打個招呼，我是銀光盾牌酒館的新經理,1,154009400,1. 對話,4,22016,2. 任務,4,28016,3. 每日任務,0,0,,0,0,,0,0,
7105,366,蘿坤,喔喔…人，是人!,1,154009500,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
7106,234,薩伊安,喔~冒險家 Baby! 我就是魅力之小章魚，薩伊安~?,1,101010011,1. 對話,4,21894,2. 接取任務,2,2151,3. 道具交易,0,0,,0,0,,0,0,
2613,774,奇幻彩諾恩,奇幻之氣來咯~!,4,21895,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2614,778,嘻哈鴿,要用奇幻草原來招待玩家們~,4,21896,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2615,163,莉莉安修女,轉移伺服器時，為了不讓情侶點數消失而提供支援,4,21898,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7107,787,波拉莉,我是森林的管理者波拉莉。,1,161000090,1. 對話,4,21900,2. 任務,4,28014,3. 每日任務,0,0,,0,0,,0,0,
7108,787,派對波拉莉,今天我是派對籌畫者~!,4,21905,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7109,19,紅色阿飛歐,"紅色阿飛歐, 以派對籌畫者登場!",4,21901,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7110,30,藍色阿飛歐,派對就和藍色阿飛歐一起!,4,21961,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7111,31,黃色阿飛歐,我，我不太清楚派對那些…。,4,21907,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7112,19,紅色阿飛歐,"紅色阿飛歐, 以派對籌畫者登場!",4,21940,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7113,19,紅色阿飛歐,"紅色阿飛歐, 以派對籌畫者登場!",4,21903,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7114,19,紅色阿飛歐,"紅色阿飛歐, 以派對籌畫者登場!",4,21904,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7115,774,彩諾恩,完成我所提供的任務時，即可獲得印章任務結業証(活動)動作。,4,21908,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7116,779,雷比,我是吉恩蒂亞帝國的監督負責人，雷比。,1,162003067,1. 對話,4,21914,2. 任務,4,21915,3. 每日任務,0,0,,0,0,,0,0,
7117,789,羅希雅,要喝…一杯再走嗎?,1,162003015,1. 對話,4,21909,2. 任務,0,0,,0,0,,0,0,,0,0,
7118,790,艾皮斯,周圍充滿了殺氣。,1,162003032,1. 對話,4,21910,2. 任務,4,21911,3. 每日任務,0,0,,0,0,,0,0,
7119,791,馬勒泰利,比錢還重要的是人。,1,162003050,1. 對話,4,21912,2. 任務,4,21978,3. 亞奇城任務,4,21913,4. 每日任務,2,71191,5. 道具交易,0,0,
7120,793,伊娃,革命的火花絕對不會熄滅的。,1,162003000,1. 對話,4,21916,2. 任務,4,21917,3. 每日任務,10,21918,4. 革命軍名譽信物兌換,0,0,,0,0,
7121,205,娜莉亞祭司,願女神的祝福與你同在。,4,21918,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7122,205,摩莉絲祭司,願女神的祝福與你同在。,4,21919,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7123,205,西斯蒂娜祭司,願女神的祝福與你同在。,4,21920,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7124,205,愛蓮祭司,願女神的祝福與你同在。,4,21921,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7125,162,艾薩克神父,願女神的祝福與你同在。,4,21923,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7126,741,亞瑟絲,歡迎來到貝羅斯村莊~,4,21922,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7127,799,加油隊長卡茲諾,彩虹夏季狂歡城加油!,1,162005000,1. 對話,4,21924,2. 任務,0,0,,0,0,,0,0,,0,0,
7128,799,加油隊長卡茲諾,彩虹夏季狂歡城加油!,4,21925,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7129,799,加油隊長卡茲諾,彩虹夏季狂歡城加油!,4,21926,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7130,799,加油隊長卡茲諾,彩虹夏季狂歡城加油!,4,21927,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7131,797,加油隊長奇毅,準備了令人驚喜滿滿的活動!,1,162005019,1. 對話,4,21928,2. 任務,10,71311,3. 狂歡城活動兌換,0,0,,0,0,,0,0,
7132,797,加油隊長奇毅,準備了令人驚喜滿滿的活動!,1,162005019,1. 對話,4,21929,2. 任務,0,0,,0,0,,0,0,,0,0,
7133,797,加油隊長奇毅,準備了令人驚喜滿滿的活動!,4,21930,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7134,796,加油隊長愛麗絲,現在馬上挑戰活動吧!,1,162005011,1. 對話,4,21931,2. 任務,0,0,,0,0,,0,0,,0,0,
7135,796,加油隊長愛麗絲,現在馬上挑戰活動吧!,1,162005011,1. 對話,4,21932,2. 任務,0,0,,0,0,,0,0,,0,0,
7136,796,加油隊長愛麗絲,現在馬上挑戰活動吧!,4,21933,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7137,796,加油隊長愛麗絲,現在馬上挑戰活動吧!,4,21934,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7138,798,加油隊長雷比,謝謝各位玩家們的聲援!,1,162005006,1. 對話,4,21935,2. 任務,0,0,,0,0,,0,0,,0,0,
7139,798,加油隊長雷比,謝謝各位玩家們的聲援!,4,21936,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7140,798,加油隊長雷比,謝謝各位玩家們的聲援!,4,21937,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7141,798,加油隊長雷比,謝謝各位玩家們的聲援!,4,21938,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
8014,174,琪拉,想要知道變強悍的方法嗎?,9,8002,1. 移動至其它地區,0,0,,0,0,,0,0,,0,0,,0,0,
8015,205,摩莉絲修女,不知道多久沒有見面了，很高興見到你啊!你死定了!,9,8003,1. 移動至其它地區,0,0,,0,0,,0,0,,0,0,,0,0,
7142,31,黃色阿飛歐,嘿，嘿嘿嘿，見到你很高興!,4,21939,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7143,794,傑凱,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7144,794,凡恩,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7145,794,瑪拉,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7146,800,迪特,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7147,802,莉希歐奈,我是藍色草木一族的族長莉希歐奈,1,163000200,1. 對話,4,22001,2. 任務,4,22002,3. 每日任務,0,0,,0,0,,0,0,
2616,186,萬聖節強尼船長,……(忽然)!,10,26161,1. 活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
2617,185,萬聖節卡達麗娜,呼，找我有什麼事情嗎?,4,22004,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2618,96,萬聖節海樂妮,你好嗎?我是王女海樂妮。,4,22005,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2619,770,萬聖節蕾蕾,歡樂的萬聖節~!,4,22006,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2620,770,萬聖節蕾蕾,附近有什麼好玩的東西嗎?,4,22007,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7148,788,歐若拉,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
7149,804,莉塔妮婭,你，相信賽蕾斯嗎？,1,164000327,1. 對話,4,21963,2. 任務,2,71491,3. 道具交易,0,0,,0,0,,0,0,
7150,805,雷歐,如果沒受傷…。,1,164000308,1. 對話,4,21964,2. 任務,0,0,,0,0,,0,0,,0,0,
7151,806,愛伊琳,停。身份未確認的人不可以進入。,1,164000332,1. 對話,4,21965,2. 任務,0,0,,0,0,,0,0,,0,0,
7152,807,底格里斯,光是不滅的。,1,164000300,1. 對話,4,21966,2. 任務,0,0,,0,0,,0,0,,0,0,
7153,808,普雷督斯,魔族，我不會原諒的。,1,164000340,1. 對話,4,21967,2. 任務,4,28019,3. 每日任務,0,0,,0,0,,0,0,
7154,10011002,愛麗絲聖誕老人,愉快的聖誕節活動！,4,21970,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7155,10011002,加油隊長愛麗絲,現在馬上挑戰活動吧!,4,21971,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7156,10011002,愛麗絲聖誕老人,愉快的聖誕節活動！,4,21972,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7157,10011002,愛麗絲聖誕老人,愉快的聖誕節活動！,10,71571,1. 聖誕節活動交換,0,0,,0,0,,0,0,,0,0,,0,0,
7158,797,加油隊長奇毅,我負責新學期活動。,4,21975,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
7159,798,加油隊長雷比,感謝玩家們的聲援！,10,71591,1. 班長選舉活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
7160,799,加油隊長卡茲諾,準備了很棒的活動！,10,71601,1. 班長選舉活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
7161,811,多倫,我是自豪的小矮人戰士！,1,171000000,1. 對話,4,21976,2. 任務,4,28020,3. 每日任務,0,0,,0,0,,0,0,
7162,812,忽安,要阻止大哥冒險的戰爭。,4,21979,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
