ID,_Map,_Name,_type
2109,340-02,魔石實驗室地下暗渠 2,PARTY
2110,340-03,地下通道,PARTY
2111,340-04,地下通道,PARTY
2112,340-05,地下通道,PARTY
2113,340-06,地下通道,PARTY
2114,340-07,第2 實驗室,PARTY
2115,340-08,陷阱,PARTY
2116,340-09,陷阱,PARTY
2117,340-10,陷阱,PARTY
2118,340-11,地下通道 2,PARTY
2119,340-12,地下通道 3,PARTY
2120,340-13,地下通道 4,PARTY
2121,340-14,第1 實驗室,PARTY
2122,340-15,第1 實驗室,PARTY
2123,340-16,第1 實驗室,PARTY
2124,340-17,愛麗絲的第十一座石塔,Safety zone
2125,341-00,立佩拉市政府大廳,PARTY
2126,341-01,立佩拉市政府 1層,PARTY
2127,341-02,前往立佩拉市政府 2層的樓梯,PARTY
2128,341-03,立佩拉市政府 2層大廳,PARTY
2129,341-04,立佩拉市政府市長室,PARTY
2130,341-05,立佩拉市政府市長室,PARTY
2131,341-06,立佩拉市政府市長室,PARTY
2132,342-00,梅林島,Field
2133,342-01,梅林島1,Field
2134,342-02,梅林島2,Field
2135,342-03,梅林島3,Field
2136,342-04,梅林島(副本入口),Field
2137,342-05,梅林島(狩獵地區),Field
2138,343-00,惡魔的峽谷 1,PARTY
2139,343-01,惡魔的峽谷 2,PARTY
2140,343-02,惡魔的峽谷 3,PARTY
2141,343-03,惡魔的峽谷 4,PARTY
2142,343-04,惡魔的峽谷 5,PARTY
2143,343-05,惡魔的峽谷 6,PARTY
2144,343-06,惡魔的峽谷 7,PARTY
2145,343-07,惡魔的峽谷 8,PARTY
2146,343-08,愛麗絲的第十二座石塔,Safety zone
2147,344-00,惡魔之山 1,Field
2148,344-01,惡魔之山 2,Field
2149,344-02,惡魔之山 3,Field
2150,344-03,惡魔之山 4,Field
2151,345-00,神秘的殿堂 1,PARTY
2152,345-01,神秘的殿堂 2,PARTY
2153,345-02,神秘的殿堂 3,PARTY
2154,345-03,神秘的殿堂,PARTY
2155,345-04,神秘的殿堂,PARTY
2156,345-05,神秘的殿堂,PARTY
2157,345-06,神秘的殿堂,PARTY
2158,345-07,神秘的殿堂,PARTY
2159,345-08,神秘的殿堂,PARTY
2160,345-09,神秘的殿堂 10,PARTY
2161,345-10,神秘的殿堂 11,PARTY
2162,345-11,神秘的殿堂 12,PARTY
2163,346-00,收復軍臨時營地,Safety zone
2164,347-00,賽蕾斯的神殿路口 1,Field
2165,347-01,賽蕾斯的神殿路口 2,Field
2166,347-02,賽蕾斯的神殿路口 3,Field
2167,347-03,賽蕾斯的神殿路口 4,Field
2168,348-00,賽蕾斯的神殿內部 1,Field
2169,348-01,賽蕾斯的神殿內部 2,Field
2170,348-02,賽蕾斯的神殿內部 3,Field
2171,348-03,賽蕾斯的神殿內部 4,Field
2172,349-00,神聖的教堂 1,PARTY
2173,349-01,神聖的教堂 2,PARTY
2174,349-02,神聖的教堂 3,PARTY
2175,349-03,神聖的教堂 4,PARTY
2176,349-04,神聖的教堂 5,PARTY
2177,349-05,神聖的教堂 6,PARTY
2178,349-06,神聖的教堂 7,PARTY
2179,349-07,神聖的教堂 8,PARTY
2180,349-08,神聖的教堂 9,PARTY
2181,349-09,神聖的教堂 10,PARTY
2182,349-10,神聖的教堂 11,PARTY
2183,349-11,神聖的教堂 12,PARTY
2184,349-12,神聖的教堂 13,PARTY
2185,349-13,神聖的教堂 14,PARTY
2186,349-14,神聖的教堂 15,PARTY
2187,350-00,巧克力花園 1,PARTY
2188,350-01,巧克力花園 2,PARTY
2189,350-02,巧克力花園 3,PARTY
2190,350-03,巧克力花園 4,PARTY
2191,350-04,巧克力花園 5,PARTY
2192,350-05,巧克力花園大廳,PARTY
2193,350-06,巧克力花園獎勵,PARTY
2194,351-00,啤酒儲藏室,PARTY
2195,351-01,食物儲藏室,PARTY
2196,351-02,小矮人飛空艇甲板,PARTY
2197,351-03,小矮人飛空艇尾端,PARTY
2198,351-04,第 1記錄室,PARTY
2199,351-05,小矮人飛空艇船艙,PARTY
2200,351-06,第 2記錄室,PARTY
2201,351-07,小矮人飛空艇船尾,PARTY
2202,351-08,小矮人飛空艇船尾,PARTY
2203,351-09,小矮人飛空艇船尾,PARTY
2204,352-00,扭曲的世界樹 1,PARTY
2205,352-01,扭曲的世界樹 2,PARTY
2206,352-02,扭曲的世界樹 3,PARTY
2207,352-03,扭曲的世界樹 4,PARTY
2208,352-04,扭曲的世界樹 5,PARTY
2209,352-05,扭曲的世界樹 6,PARTY
2210,353-00,亞奇城 1,Field
2211,353-01,亞奇城 2,Field
2212,353-02,亞奇城 3,Field
2213,353-03,亞奇城 4,Field
2214,354-00,猶忒王國首都 1,Field
2215,354-01,猶忒王國首都 2,Field
2216,354-02,猶忒王國首都 3,Field
2217,354-03,猶忒王國首都 4,Field
2218,354-04,猶忒王國首都 5,Field
2219,355-00,猶忒王國東部國境地帶,Safety zone
2220,356-00,太陽宮殿 1,PARTY
2221,356-01,太陽宮殿 2,PARTY
2222,356-02,太陽宮殿 3,PARTY
2223,356-03,太陽宮殿 4,PARTY
2224,356-04,太陽宮殿 5,PARTY
2225,356-05,太陽宮殿 6,PARTY
2226,357-00,太陽神的地下祭壇 1,PARTY
2227,357-01,太陽神的地下祭壇 2,PARTY
2228,357-02,太陽神的地下祭壇 3,PARTY
2229,357-03,太陽神的地下祭壇 4,PARTY
2230,357-04,太陽神的地下祭壇 5,PARTY
2231,357-05,太陽神的地下祭壇 6,PARTY
2232,357-06,太陽神的地下祭壇 7,PARTY
2233,357-07,太陽神的地下祭壇 8,PARTY
2234,357-08,太陽神的地下祭壇 9,PARTY
2235,357-09,太陽神的地下祭壇 10,PARTY
2236,357-10,太陽神的地下祭壇 11,PARTY
2237,357-11,太陽神的地下祭壇 11,PARTY
2238,358-00,東方大陸某沙漠 1,Safety zone
2239,358-01,東方大陸某沙漠 2,Safety zone
2240,358-02,太陽沉睡之處 1,Safety zone
2241,358-03,太陽沉睡之處 2,Safety zone
2242,358-04,火神秘密祭壇 1,Safety zone
2243,358-05,火神秘密祭壇 2,Safety zone
2244,358-06,吉恩蒂亞神秘森林,Safety zone
2245,358-07,小矮人飛空艇,Safety zone
2246,358-08,小矮人飛空艇,Safety zone
2247,359-00,彩虹島物語奇遇,Safety zone
2248,360-00,黃金海岸 1,Field
2249,360-01,黃金海岸 2,Field
2250,360-02,黃金海岸 3,Field
2251,360-03,黃金海岸 4,Field
2252,360-04,黃金海岸 5,Field
2253,360-05,海邊防禦1,Single
2254,360-06,海邊防禦2,Single
2255,360-07,海邊防禦3,Single
2256,360-08,海邊防禦獎勵,Single
2257,361-00,黃金洞穴 1,PARTY
2258,361-01,黃金洞穴 2,PARTY
2259,361-02,黃金洞穴 3,PARTY
2260,361-03,黃金洞穴 4,PARTY
2261,361-04,黃金洞穴 5,PARTY
2262,361-05,黃金洞穴 6,PARTY
2263,361-06,黃金洞穴 7,PARTY
2264,361-07,黃金洞穴 8,PARTY
2265,362-00,日落森林 1,PARTY
2266,362-01,日落森林 2,PARTY
2267,362-02,日落森林 3,PARTY
2268,362-03,日落森林 4,PARTY
2269,362-04,日落森林 5,PARTY
2270,362-05,日落森林 6,PARTY
2271,363-00,第 51層未知的倉庫,Single
2272,363-01,第 51層未知的倉庫,Single
2273,363-02,第 51層未知的倉庫,Single
2274,363-03,第 51層未知的倉庫,Single
2275,363-04,第 51層未知的倉庫,Single
2276,363-05,第 51層未知的倉庫獎勵房,Single
2277,364-00,第 52層未知的倉庫,Single
2278,364-01,第 52層未知的倉庫,Single
2279,364-02,第 52層未知的倉庫,Single
2280,364-03,第 52層未知的倉庫,Single
2281,364-04,第 52層未知的倉庫,Single
2282,364-05,第 52層未知的倉庫獎勵房,Single
2283,365-00,第 53層未知的倉庫,Single
2284,365-01,第 53層未知的倉庫,Single
2285,365-02,第 53層未知的倉庫,Single
2286,365-03,第 53層未知的倉庫,Single
2287,365-04,第 53層未知的倉庫,Single
2288,365-05,第 53層未知的倉庫獎勵房,Single
2289,366-00,第 54層未知的倉庫,Single
2290,366-01,第 54層未知的倉庫,Single
2291,366-02,第 54層未知的倉庫,Single
2292,366-03,第 54層未知的倉庫,Single
2293,366-04,第 54層未知的倉庫,Single
2294,366-05,第 54層未知的倉庫獎勵房,Single
2295,367-00,第 55層未知的倉庫,Single
2296,367-01,第 55層未知的倉庫,Single
2297,367-02,第 55層未知的倉庫,Single
2298,367-03,第 55層未知的倉庫,Single
2299,367-04,第 55層未知的倉庫,Single
2300,367-05,第 55層未知的倉庫獎勵房,Single
2301,368-00,魯曼,Safety zone
2302,368-01,魯曼聯盟本部,Safety zone
2303,368-02,魯曼聯盟本部,Single
2304,368-03,修練森林,Single
2305,369-00,寶石樹森林 1,PARTY
2306,369-01,寶石樹森林 2,PARTY
2307,369-02,寶石樹森林 3,PARTY
2308,369-03,寶石樹森林 4,PARTY
2309,369-04,寶石樹森林 5,PARTY
2310,369-05,寶石樹森林 6,PARTY
2311,369-06,寶石樹森林 7,PARTY
2312,369-07,寶石樹森林 8,PARTY
2313,369-08,寶石樹森林 9,PARTY
2314,369-09,寶石樹森林 10,PARTY
2315,369-10,寶石樹森林獎勵房,PARTY
2316,369-11,寶石樹森林獎勵房,PARTY
2317,370-00,白煤峽谷 1,Field
2318,370-01,白煤峽谷 2,Field
2319,370-02,白煤峽谷 3,Field
2320,370-03,白煤峽谷 4,Field
2321,370-04,白煤峽谷 5,Field
2322,371-00,瀑布樹森林 1,PARTY
2323,371-01,瀑布樹森林 2,PARTY
2324,371-02,破損的精靈之家,PARTY
2325,371-03,瀑布樹森林 3,PARTY
2326,371-04,瀑布樹森林 4,PARTY
2327,371-05,破損的精靈長老之家,PARTY
2328,371-06,瀑布樹森林 5,PARTY
2329,371-07,瀑布樹森林 6,PARTY
2330,371-08,瀑布樹森林 7,PARTY
2331,372-00,春植島紀念館 1,PARTY
2332,372-01,春植島紀念館 2,PARTY
2333,372-02,春植島紀念館 3,PARTY
2334,372-03,春植島紀念館 4,PARTY
2335,373-00,玩偶小徑 1,Field
2336,373-01,玩偶小徑 2,Field
2337,373-02,玩偶小徑 3,Field
2338,373-03,玩偶小徑 4,Field
2339,374-00,冰淇淋庭院 1,PARTY
2340,374-01,冰淇淋庭院 2,PARTY
2341,374-02,冰淇淋庭院 3,PARTY
2342,374-03,冰淇淋庭院 4,PARTY
2343,374-04,冰淇淋庭院 5,PARTY
2344,374-05,冰淇淋庭院 6,PARTY
2345,374-06,冰淇淋庭院 7,PARTY
2346,374-07,冰淇淋庭院 8,PARTY
2347,374-08,冰淇淋庭院 9,PARTY
2348,374-09,冰淇淋庭院 10,PARTY
2349,374-10,冰淇淋庭院 11,PARTY
2350,375-00,春植島大廳,Safety zone
2351,376-00,幻影毒霧沼澤,Single
2352,376-01,幻影毒霧沼澤,Single
2353,377-00,幻影毒霧沼澤,PARTY
2354,377-01,幻影毒霧沼澤 1,PARTY
2355,377-02,幻影毒霧沼澤 2,PARTY
2356,377-03,幻影毒霧沼澤 3,PARTY
2357,377-04,幻影毒霧沼澤 4,PARTY
2358,377-05,幻影毒霧沼澤,PARTY
2359,377-06,幻影毒霧沼澤,PARTY
2360,377-07,暗黑幻影之路,PARTY
2361,377-08,寂靜的貝羅斯,PARTY
2362,377-09,貝希摩斯巷道,PARTY
2363,377-10,異世界,PARTY
2364,377-11,混沌之路,PARTY
2365,377-12,混沌的盡頭,PARTY
2366,377-13,獎勵房,PARTY
2367,377-14,獎勵房,PARTY
2368,377-15,幻影毒霧沼澤 4,Single
2369,377-16,混沌的盡頭,Single
2370,377-17,混沌的盡頭,Single
2371,377-18,混沌的盡頭,Single
2372,378-00,SUMMER FESTIVAL,Safety zone
2373,379-00,浮游島,PARTY
2374,379-01,浮游島路口,PARTY
2375,379-02,浮游島入口,PARTY
2376,379-03,浮游島訓練地 1,PARTY
2377,379-04,浮游島訓練地 2,PARTY
2378,379-05,浮游島訓練場 1,PARTY
2379,379-06,浮游島陷阱房1,PARTY
2380,379-07,浮游島訓練場 2,PARTY
2381,379-08,浮游島陷阱房2,PARTY
2382,379-09,浮游島訓練場 3,PARTY
2383,379-10,浮游島戰鬥場,PARTY
2384,379-11,獎勵房,PARTY
2385,379-12,獎勵房,Single
2386,379-13,可怕的訓練場,Field
2387,379-14,驚險的訓練場,Field
2388,379-15,可怕的訓練場,Field
2389,379-16,慘烈的訓練場,Field
2390,379-17,訓練結果,Field
2391,379-18,訓練結果,Field
2392,380-00,修練森林 1,Field
2393,380-01,修練森林 2,Field
2394,380-02,修練森林 3,Field
2395,380-03,修練森林 4,Field
2396,380-04,修練森林 5,Field
2397,381-00,珊瑚之城 1,Field
2398,381-01,珊瑚之城 2,Field
2399,381-02,珊瑚之城 3,Field
2400,381-03,珊瑚之城 4,Field
2401,382-00,珊瑚之歌 1,PARTY
2402,382-01,珊瑚之歌 2,PARTY
2403,382-02,珊瑚之歌 3,PARTY
2404,382-03,珊瑚之歌 4,PARTY
2405,382-04,珊瑚之歌 5,PARTY
2406,382-05,珊瑚之歌 6,PARTY
2407,382-06,珊瑚之歌 7,PARTY
2408,382-07,珊瑚之歌 8,PARTY
2409,382-08,珊瑚之歌 9,PARTY
2410,383-00,閃亮深淵,PARTY
2411,383-01,閃亮深淵,PARTY
2412,383-02,閃亮深淵,PARTY
2413,383-03,閃亮深淵,PARTY
2414,383-04,閃亮深淵,PARTY
2415,383-05,閃亮深淵,PARTY
2416,383-06,閃亮深淵,PARTY
2417,383-07,閃亮深淵,PARTY
2418,383-08,閃亮深淵,PARTY
2419,383-09,閃亮深淵,PARTY
2420,383-10,閃亮深淵,PARTY
2421,383-11,閃亮深淵,PARTY
2422,383-12,閃亮深淵,PARTY
2423,384-00,冰封的世界,PARTY
2424,384-01,冰封的世界,PARTY
2425,384-02,冰封的世界,PARTY
2426,384-03,冰封的世界,PARTY
2427,384-04,冰封的世界,PARTY
2428,384-05,冰封的世界,PARTY
2429,384-06,冰封的世界,PARTY
2430,384-07,冰封的世界,PARTY
2431,384-08,冰封的世界,PARTY
2432,384-09,冰封的世界,PARTY
2433,384-10,冰封的世界,PARTY
2434,384-11,冰封的世界,PARTY
2435,384-12,冰封的世界,PARTY
2436,384-13,冰封的世界,PARTY
2437,385-00,灰色村莊,Safety zone
2438,386-00,燃燒的都市 1,Field
2439,386-01,燃燒的都市 2,Field
2440,386-02,燃燒的都市 3,Field
2441,386-03,燃燒的都市 4,Field
2442,387-00,混沌峽谷,PARTY
2443,387-01,混沌峽谷,PARTY
2444,387-02,混沌峽谷,PARTY
2445,387-03,混沌峽谷,PARTY
2446,387-04,混沌峽谷,PARTY
2447,387-05,混沌峽谷,PARTY
2448,387-06,混沌峽谷,PARTY
2449,387-07,混沌峽谷,PARTY
2450,387-08,混沌峽谷,PARTY
2451,387-09,混沌峽谷,PARTY
2452,388-00,亞瑪倫沙漠 1,Field
2453,388-01,亞瑪倫沙漠 2,Field
2454,388-02,亞瑪倫沙漠 3,Field
2455,388-03,亞瑪倫沙漠 4,Field
2456,389-00,安息之地,PARTY
2457,389-01,安息之地 1,PARTY
2458,389-02,安息之地 2,PARTY
2459,389-03,安息之地 3,PARTY
2460,389-04,安息之地 4,PARTY
2461,389-05,安息之地 5,PARTY
2462,389-06,安息之地 6,PARTY
2463,389-07,安息之地 7,PARTY
2464,389-08,安息之地 8,PARTY
2465,390-00,拉的城堡,PARTY
2466,390-01,拉的城堡 1,PARTY
2467,390-02,拉的城堡 2,PARTY
2468,390-03,拉的城堡 3,PARTY
2469,390-04,拉的城堡 4,PARTY
2470,390-05,拉的城堡 5,PARTY
2471,390-06,拉的城堡 6,PARTY
2472,390-07,拉的城堡 7,PARTY
2473,391-00,挑戰! 魯曼,Single
2474,391-01,挑戰! 艾利亞斯,Single
2475,391-02,挑戰! 聯合公會,Single
2476,391-03,挑戰! 魯曼,Single
2477,392-00,挑戰! 蛇龍巢穴,Single
2478,392-01,挑戰! 人面獅身,Single
2479,392-02,挑戰! 香格里拉,Single
2480,392-03,挑戰! 已冷卻的心臟,Single
2481,392-04,挑戰! 已冷卻的心臟,Single
2482,392-05,挑戰! 已冷卻的心臟,Single
2483,393-00,挑戰! 山林地帶,Single
2484,393-01,挑戰! 古木林,Single
2485,393-02,挑戰! 植物園,Single
2486,394-00,挑戰! 地鐵站,Single
2487,395-00,挑戰! 競技場,Single
2488,396-00,挑戰! 選擇的教堂,Single
2489,396-01,挑戰! 神聖的教堂,Single
2490,396-02,挑戰! 神聖的教堂,Single
2491,396-03,挑戰! 神聖的教堂,Single
2492,396-04,挑戰! 神聖的教堂,Single
2493,397-00,挑戰! 水晶礦場,Single
2494,397-01,挑戰! 水晶礦場,Single
2495,397-02,挑戰! 水晶礦場,Single
2496,397-03,挑戰! 水晶礦場,Single
2497,397-04,挑戰! 水晶礦場,Single
2498,398-00,挑戰! 山林礦場,Single
2499,399-00,挑戰! 礦工的礦場,Single
2500,399-01,挑戰! 礦工的礦場,Single
2501,400-00,挑戰! 爬呀爬大樹,Single
2502,401-00,挑戰! 超級瑪琍,Single
2503,402-00,塔爾達洛斯,Safety zone
2504,403-00,挑戰! 彭哥列列車,Single
2505,403-01,挑戰! 彭哥列列車,Single
2506,403-02,挑戰! 彭哥列列車,Single
2507,403-03,挑戰! 彭哥列列車,Single
2508,403-04,挑戰! 彭哥列列車,Single
2509,404-00,挑戰! 鐵人3項競技,Single
2510,404-01,挑戰! 鐵人3項競技,Single
2511,404-02,挑戰! 鐵人3項競技,Single
2512,405-00,地下都市工地1,Field
2513,405-01,地下都市工地2,Field
2514,405-02,地下都市工地3,Field
2515,405-03,地下都市工地4,Field
2516,406-00,超人紀念館 1,PARTY
2517,406-01,超人紀念館 2,PARTY
2518,406-02,超人紀念館 3,PARTY
2519,406-03,超人紀念館 4,PARTY
2520,406-04,超人紀念館 5,PARTY
2521,406-05,超人紀念館 6,PARTY
2522,406-06,超人紀念館 7,PARTY
2523,406-07,超人紀念館 8,PARTY
2524,407-00,Latale On Stage,Safety zone
2525,408-00,地獄房間,PARTY
2526,408-01,地獄房間 1,PARTY
2527,408-02,地獄房間 2,PARTY
2528,408-03,地獄房間 3,PARTY
2529,408-04,地獄房間 4,PARTY
2530,408-05,地獄房間 5,PARTY
2531,408-06,地獄房間 6,PARTY
2532,408-07,地獄房間 7,PARTY
2533,408-08,地獄房間 8,PARTY
2534,408-09,地獄房間,PARTY
2535,408-10,地獄房間,PARTY
2536,408-11,地獄房間,PARTY
2537,409-00,討伐! 機器耶比等候室,Single
2538,409-01,討伐! 機器耶比大廳,Single
2539,409-02,討伐! 機器耶比,Single
2540,409-03,討伐! 機器耶比獎勵房,Single
2541,409-04,討伐! 機器耶比獎勵房,Single
2542,409-05,討伐! 機器耶比獎勵房,Single
2543,409-06,討伐! 機器耶比獎勵房,Single
2544,410-00,Game1 - BANG~BANG~BANG~大廳,Safety zone
2545,410-01,Game1 - BANG~BANG~BANG~,Safety zone
2546,410-02,Game1 - BANG~BANG~BANG~獎勵房,Safety zone
2547,411-00,Game3 - 煩人的耶比妹妹大廳,Safety zone
2548,411-01,Game3 - 煩人的耶比妹妹,Safety zone
2549,411-02,Game3 - 煩人的耶比妹妹獎勵房,Safety zone
2550,412-00,怪物樹山林 1,Field
2551,412-01,怪物樹山林 2,Field
2552,412-02,怪物樹山林 3,Field
2553,412-03,怪物樹山林 4,Field
2554,413-00,戰士們的休息地 1,PARTY
2555,413-01,戰士們的休息地 2,PARTY
2556,413-02,戰士們的休息地 3,PARTY
2557,413-03,戰士們的休息地 4,PARTY
2558,414-00,怪物樹山谷,PARTY
2559,414-01,怪物樹山谷 1,PARTY
2560,414-02,怪物樹山谷 2,PARTY
2561,414-03,怪物樹山谷 3,PARTY
2562,414-04,怪物樹山谷 4,PARTY
2563,414-05,怪物樹山谷 5,PARTY
2564,414-06,怪物樹山谷 6,PARTY
2565,414-07,怪物樹山谷,PARTY
2566,414-08,怪物樹山谷,PARTY
2567,415-00,Golden festival,Safety zone
2568,416-00,龍峽谷,PARTY
2569,416-01,龍峽谷 1,PARTY
2570,416-02,龍峽谷 2,PARTY
2571,416-03,龍峽谷 3,PARTY
2572,416-04,龍峽谷 4,PARTY
2573,416-05,龍峽谷 5,PARTY
2574,416-06,龍峽谷 6,PARTY
2575,416-07,龍峽谷 7,PARTY
2576,416-08,龍峽谷 8,PARTY
2577,416-09,龍峽谷 9,PARTY
2578,417-00,奇妙的貝羅斯都市大廳,Safety zone
2579,417-01,奇妙的貝羅斯都市,Safety zone
2580,417-02,奇妙的貝羅斯都市,Safety zone
2581,417-03,奇妙的貝羅斯都市,Safety zone
2582,417-04,奇妙的貝羅斯都市,Safety zone
2583,417-05,奇妙的貝羅斯都市,Safety zone
2584,417-06,奇妙的貝羅斯都市,Safety zone
2585,418-00,神之樹拉法爾,PARTY
2586,418-01,神之樹拉法爾 1,PARTY
2587,418-02,神之樹拉法爾 2,PARTY
2588,418-03,神之樹拉法爾 3,PARTY
2589,418-04,神之樹拉法爾 4,PARTY
2590,418-05,神之樹拉法爾 5,PARTY
2591,418-06,神之樹拉法爾 6,PARTY
2592,418-07,神之樹拉法爾 7,PARTY
2593,418-08,神之樹拉法爾 8,PARTY
2594,418-09,神之樹拉法爾 9,PARTY
2595,418-10,神之樹拉法爾頂層,PARTY
2596,418-11,神之樹拉法爾頂層,PARTY
2597,418-12,神之樹拉法爾頂層,PARTY
2598,419-00,恪爾立,Safety zone
2599,420-00,亞德利卡 1,Field
2600,420-01,亞德利卡 2,Field
2601,420-02,亞德利卡 3,Field
2602,420-03,亞德利卡 4,Field
2603,421-00,VIP休息室,Safety zone
2604,422-00,工程師的夢中,Safety zone
2605,422-01,卡路里派對,Safety zone
2606,422-02,任務成功獎勵房,Safety zone
2607,422-03,任務失敗獎勵房,Safety zone
2608,423-00,修勒克魯斯潛水艇,Safety zone
2609,423-01,被弄髒的人魚房間,Safety zone
2610,423-02,獎勵房,Safety zone
2611,424-00,修勒克魯斯倉庫,Safety zone
2612,425-00,pvp個人 超人紀念館,Safety zone
2613,426-00,pvp個人 混沌峽谷,Safety zone
2614,427-00,pvp個人 安息之地,Safety zone
2615,428-00,pvp團隊 冰封的世界,Safety zone
2616,429-00,pvp團隊 亞瑪倫沙漠,Safety zone
2617,430-00,pvp團隊 冰淇淋庭院,Safety zone
2618,431-00,魔法修練館大廳,PARTY
2619,431-01,魔法修練館 1館,PARTY
2620,431-02,魔法修練館 2館,PARTY
2621,431-03,魔法修練館 3館,PARTY
2622,431-04,魔法修練館 4館,PARTY
2623,431-05,魔法修練館 5館,PARTY
2624,431-06,魔法修練館 6館,PARTY
2625,432-00,魔法學院本館,PARTY
2626,432-01,魔法學院本館1,PARTY
2627,432-02,魔法學院本館2,PARTY
2628,432-03,魔法學院本館3,PARTY
2629,432-04,魔法學院本館4,PARTY
2630,432-05,魔法學院本館5,PARTY
2631,432-06,魔法學院本館6,PARTY
2632,432-07,魔法學院本館7,PARTY
2633,432-08,魔法學院本館8,PARTY
2634,432-09,魔法學院本館,PARTY
2635,433-00,傑芮尼斯山丘 1,Field
2636,433-01,傑芮尼斯山丘 2,Field
2637,433-02,傑芮尼斯山丘 3,Field
2638,433-03,傑芮尼斯山丘 4,Field
2639,434-00,每週挑戰最高級 1 - 1,Single
2640,434-01,每週挑戰最高級 1 - 2,Single
2641,434-02,每週挑戰最高級 1 - 3,Single
2642,435-00,每週挑戰最高級 2 - 1,Single
2643,435-01,每週挑戰最高級 2 - 2,Single
2644,435-02,每週挑戰最高級 2 - 3,Single
2645,436-00,每週挑戰最高級 3 - 1,Single
2646,436-01,每週挑戰最高級 3 - 2,Single
2647,436-02,每週挑戰最高級 3 - 3,Single
2648,437-00,沒有主人的兵工廠 (EASY),Safety zone
2649,437-01,沒有主人的兵工廠 (EASY),Safety zone
2650,437-02,沒有主人的兵工廠 (HARD),Safety zone
2651,437-03,沒有主人的兵工廠 (HARD),Safety zone
2652,438-00,沒有主人的兵工廠 (EASY),Single
2653,439-00,沒有主人的兵工廠 (HARD),Single
2654,440-00,沒有主人的兵工廠 (HARD),Single
2655,441-00,魔力防空洞,PARTY
2656,441-01,魔力防空洞1,PARTY
2657,441-02,魔力防空洞2,PARTY
2658,441-03,魔力防空洞3,PARTY
2659,441-04,魔力防空洞4,PARTY
2660,441-05,魔力防空洞5,PARTY
2661,441-06,魔力防空洞6,PARTY
2662,441-07,魔力防空洞7,PARTY
2663,441-08,魔力防空洞8,PARTY
2664,441-09,魔力防空洞獎勵房,PARTY
2665,441-10,魔力防空洞獎勵房,PARTY
2666,442-00,墨羅斯 1,Field
2667,442-01,墨羅斯 2,Field
2668,442-02,墨羅斯 3,Field
2669,442-03,墨羅斯 4,Field
2670,442-04,墨羅斯 5,Field
2671,443-00,夢境奧涅伊洛,PARTY
2672,443-01,夢境奧涅伊洛 1,PARTY
2673,443-02,夢境奧涅伊洛 2,PARTY
2674,443-03,夢境奧涅伊洛 3,PARTY
2675,443-04,夢境奧涅伊洛 4,PARTY
2676,443-05,夢境奧涅伊洛 5,PARTY
2677,443-06,夢境奧涅伊洛 6,PARTY
2678,443-07,夢境奧涅伊洛 7,PARTY
2679,443-08,夢境奧涅伊洛 8,PARTY
2680,443-09,夢境奧涅伊洛 9,PARTY
2681,443-10,夢境奧涅伊洛 10,PARTY
2682,443-11,夢境奧涅伊洛 11,PARTY
2683,443-12,夢境奧涅伊洛 12,PARTY
2684,444-00,墨羅斯內部 1,Single
2685,444-01,墨羅斯內部 2,Single
2686,444-02,墨羅斯內部 3,Single
2687,444-03,墨羅斯內部 4,Single
2688,445-00,熱帶海岸,Safety zone
2689,446-00,[活動] 薩勒斯南方森林(EASY-1),Single
2690,446-01,[活動] 薩勒斯南方森林(EASY-2),Single
2691,447-00,[活動] 薩勒斯南方森林(HARD),Single
2692,448-00,奧涅伊洛內部 1,Single
2693,448-01,奧涅伊洛內部 2,Single
2694,448-02,奧涅伊洛內部 3,Single
2695,449-00,躲避寶物監視者 (EASY),Single
2696,450-00,躲避寶物監視者 (HARD),Single
2697,451-00,需要消暑的冰塊!,PARTY
2698,451-01,需要消暑的冰塊!,PARTY
2699,451-02,消暑的獎勵房,PARTY
2700,452-00,吉斯克領地 1,Field
2701,452-01,吉斯克領地 2,Field
2702,452-02,吉斯克領地 3,Field
2703,452-03,吉斯克領地 4,Field
2704,452-04,吉斯克領地 5,Field
2705,452-05,吉斯克領地 6,Field
2706,453-00,遵守起床鬧鐘 (EASY),Single
2707,454-00,遵守起床鬧鐘 (HARD),Single
2708,455-00,萬聖節,PARTY
2709,456-00,虛無之星,PARTY
2710,456-01,虛無之星 1,PARTY
2711,456-02,虛無之星 2,PARTY
2712,456-03,虛無之星 3,PARTY
2713,456-04,虛無之星 4,PARTY
2714,456-05,虛無之星 5,PARTY
2715,456-06,虛無之星 6,PARTY
2716,457-00,忘卻湖畔,PARTY
2717,457-01,忘卻湖畔 1,PARTY
2718,457-02,忘卻湖畔 2,PARTY
2719,457-03,忘卻湖畔 3,PARTY
2720,457-04,忘卻湖畔 4,PARTY
2721,457-05,忘卻湖畔 5,PARTY
2722,457-06,忘卻湖畔 6,PARTY
2723,457-07,忘卻湖畔 7,PARTY
2724,457-08,忘卻湖畔 8,PARTY
2725,457-09,忘卻湖畔 9,PARTY
2726,457-10,忘卻湖畔 10,PARTY
2727,457-11,忘卻湖畔 11,PARTY
2728,457-12,忘卻湖畔 12,PARTY
2729,457-13,忘卻湖畔 13,PARTY
2730,458-00,混亂的派對場,Single
2731,459-0,瑪爾斯,Safety zone
2732,460-0,幻之搖籃,PARTY
2733,460-1,幻之搖籃 1,PARTY
2734,460-2,幻之搖籃 2,PARTY
2735,460-3,幻之搖籃 3,PARTY
