ID,_Sequence,_ImageResource,_Type,_Message_Ani_Index1,_Message_Probability1,_Message1_1,_Message1_2,_Message1_3,_Message_Ani_Index2,_Message_Probability2,_Message2_1,_Message2_2,_Message2_3,_Message_Ani_Index3,_Message_Probability3,_Message3_1,_Message3_2,_Message3_3,_Stage,_Name,_Icon,_IconIndex,_Description,_Tip,_Name_Visible,_Hp_Visible,_Creation_FX,_Shadow_Visible,_Mark_Icon,_Mark_IconIndex,_BossHPCount
812010656,1_102_84,1_102_84_10,2,0,33,你好，我是克倫。,,,0,33,你好，我是克倫。,,,0,33,你好，我是克倫。,,,463,正常的克倫,10005001,141,,,1,1,0,1,0,0,1
810009181,3_600_68,,6,0,0,,,,0,0,,,,0,0,,,,"467,468",?? ??,10004002,138,,,0,0,0,0,0,0,1
810009182,2_001_93,2_001_93_10,1,0,0,,,,0,0,,,,0,0,,,,"467,468",?? ??,10004000,91,,,0,0,0,0,0,0,1
810009183,2_001_91,2_001_91_10,1,0,0,,,,0,0,,,,0,0,,,,"467,468",?? ??,10004000,89,,,0,0,0,0,0,0,1
810009184,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009185,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009186,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009187,3_1056_01,,6,0,0,,,,0,0,,,,0,0,,,,,亞因霍倫,10004004,40,,,1,1,0,1,10007000,3,1
810009188,3_1065_01,,6,0,0,,,,0,0,,,,0,0,,,,,乖乖魔耶比,0,0,,,1,1,0,1,10007000,3,1
810009189,2_001_74,2_001_74_10,1,0,0,,,,0,0,,,,0,0,,,,"460,461,462",強盜狼,10004000,75,,,1,1,0,1,10007000,1,1
810009190,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009191,3_1061_03,,6,0,0,,,,0,0,,,,0,0,,,,,美熊王,0,0,,,1,1,0,1,10007000,3,1
810009192,2_002_88,2_002_88_10,1,0,0,,,,0,0,,,,0,0,,,,"460,461,462",綠豺狼獸,0,0,,,1,1,0,1,10007000,3,1
810009193,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009194,3_1001_01,,6,0,0,,,,0,0,,,,0,0,,,,463,盜賊耶比妹妹,10004000,1,,,1,1,0,1,10007000,1,1
810009195,3_1056_01,,6,0,0,,,,0,0,,,,0,0,,,,,亞因霍倫,10004004,40,,,1,1,0,1,10007000,3,1
810009196,3_1056_01,,6,0,0,,,,0,0,,,,0,0,,,,,亞因霍倫,10004004,40,,,1,1,0,1,10007000,3,1
810009197,2_800_01,2_800_16_10,1,0,0,,,,0,0,,,,0,0,,,,"460,461,462",,0,0,,,0,1,0,1,0,0,1
810009198,2_700_21,,1,0,0,,,,0,0,,,,0,0,,,,451,,0,0,,,0,0,0,0,0,0,1
810009199,3_702_39,,6,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,0,0,1
810009200,3_702_40,,6,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,0,0,1
810009201,3_702_41,,6,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,0,0,1
810009202,3_702_38,,6,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,0,0,1
810009203,3_702_38,,6,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,0,0,1
810009204,3_1032_01,,6,0,0,,,,0,0,,,,0,0,,,,,克羅利斯,10004003,228,,,1,1,0,1,10007000,5,99
810009205,3_455_01,,6,0,0,,,,0,0,,,,0,0,,,,,摩厄圖,10004003,123,,,1,1,0,1,10007000,5,99
810009206,3_291_01,,6,0,0,,,,0,0,,,,0,0,,,,,奧莉安,10004002,116,,,1,1,0,1,10007000,5,99
810009207,3_315_01,,6,0,0,,,,0,0,,,,0,0,,,,,普拉斯,10004002,160,,,1,1,0,1,10007000,5,99
810009208,3_232_01,,6,0,0,,,,0,0,,,,0,0,,,,,突變機器耶比,10004001,244,,,1,1,0,1,10007000,5,99
810009209,3_234_01,,6,0,0,,,,0,0,,,,0,0,,,,,突變大眼劍,10004001,243,,,1,1,0,1,10007000,5,99
810009210,3_428_01,,6,0,0,,,,0,0,,,,0,0,,,,,奧賽里諾,10004003,78,,,1,1,0,1,10007000,5,99
810009211,3_427_01,,6,0,0,,,,0,0,,,,0,0,,,,,巨靈克拉卡,10004003,77,,,1,1,0,1,10007000,5,99
810009212,3_417_01,,6,0,0,,,,0,0,,,,0,0,,,,,比柏萊特,10004003,52,,,1,1,0,1,10007000,5,99
810009213,3_418_01,,6,0,0,,,,0,0,,,,0,0,,,,,魔皇的幻影,10004003,54,,,1,1,0,1,10007000,5,99
810009214,3_251_01,,6,0,0,,,,0,0,,,,0,0,,,,,凱米努茲,10004002,28,,,1,1,0,1,10007000,5,99
810009215,3_250_01,,6,0,0,,,,0,0,,,,0,0,,,,,奈潘斯,10004002,27,,,1,1,0,1,10007000,5,99
810009216,3_315_01,,6,0,0,,,,0,0,,,,0,0,,,,,普拉斯,10004002,160,,,1,1,0,1,10007000,5,99
810009217,3_466_01,,6,0,0,,,,0,0,,,,0,0,,,,,藍大人,10004003,157,,,1,1,0,1,10007000,5,99
810009218,3_232_01,,6,0,0,,,,0,0,,,,0,0,,,,,突變機器耶比,10004001,244,,,1,1,0,1,10007000,5,99
810009219,3_234_01,,6,0,0,,,,0,0,,,,0,0,,,,,突變大眼劍,10004001,243,,,1,1,0,1,10007000,5,99
810009220,3_293_01,,6,0,0,,,,0,0,,,,0,0,,,,,突變靈魂收割者,10004002,80,,,1,1,0,0,10007000,5,99
810009221,3_428_01,,6,0,0,,,,0,0,,,,0,0,,,,,奧賽里諾,10004003,78,,,1,1,0,1,10007000,5,99
810009222,3_427_01,,6,0,0,,,,0,0,,,,0,0,,,,,巨靈克拉卡,10004003,77,,,1,1,0,1,10007000,5,99
810009223,3_427_02,,6,0,0,,,,0,0,,,,0,0,,,,,巨靈克利爾,10004003,76,,,1,1,0,1,10007000,5,99
810009224,3_417_01,,6,0,0,,,,0,0,,,,0,0,,,,,比柏萊特,10004003,52,,,1,1,0,1,10007000,5,99
810009225,3_418_01,,6,0,0,,,,0,0,,,,0,0,,,,,魔皇的幻影,10004003,54,,,1,1,0,1,10007000,5,99
810009226,3_432_01,,6,0,0,,,,0,0,,,,0,0,,,,,暴走的愛麗絲,10004003,100,,,1,1,0,1,10007000,5,99
810009227,3_251_01,,6,0,0,,,,0,0,,,,0,0,,,,,凱米努茲,10004002,28,,,1,1,0,1,10007000,5,99
810009228,3_250_01,,6,0,0,,,,0,0,,,,0,0,,,,,奈潘斯,10004002,27,,,1,1,0,1,10007000,5,99
810009229,3_431_01,,6,0,0,,,,0,0,,,,0,0,,,,,厄運,10004003,99,,,1,1,0,1,10007000,5,99
810009230,3_417_01,,6,0,0,,,,0,0,,,,0,0,,,,,比柏萊特,10004003,52,,,1,1,0,1,10007000,5,99
810009231,3_418_01,,6,0,0,,,,0,0,,,,0,0,,,,,魔皇的幻影,10004003,54,,,1,1,0,1,10007000,5,99
810009232,3_432_01,,6,0,0,,,,0,0,,,,0,0,,,,,暴走的愛麗絲,10004003,100,,,1,1,0,1,10007000,5,99
810009233,3_361_01,,6,0,0,,,,0,0,,,,0,0,,,,,特莉妮婭,10004002,251,,,1,1,0,1,10007000,5,99
810009234,3_251_01,,6,0,0,,,,0,0,,,,0,0,,,,,凱米努茲,10004002,28,,,1,1,0,1,10007000,5,99
810009235,3_250_01,,6,0,0,,,,0,0,,,,0,0,,,,,奈潘斯,10004002,27,,,1,1,0,1,10007000,5,99
810009236,3_431_01,,6,0,0,,,,0,0,,,,0,0,,,,,厄運,10004003,99,,,1,1,0,1,10007000,5,99
810009237,3_360_01,,6,0,0,,,,0,0,,,,0,0,,,,,沛斯嘉,10004002,250,,,1,1,0,1,10007000,5,99
810009238,3_701_73,,6,0,0,,,,0,0,,,,0,0,,,,"388,389,390",,0,0,,,0,0,0,0,0,0,1
810009239,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009240,3_458_03,,6,0,0,,,,0,0,,,,0,0,,,,"388,389,390",生氣的觭角怪蟲,0,0,,,1,1,0,1,10007000,3,1
810009241,3_457_02,,6,0,0,,,,0,0,,,,0,0,,,,"388,389,390",修道院聖靈獸,0,0,,,1,1,0,1,10007000,3,1
810009242,3_701_12,,6,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,0,0,1
810009243,3_701_13,,6,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,0,0,1
810009244,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009245,3_282_01,,6,0,0,,,,0,0,,,,0,0,,,,"340,341,342",變種鯊,10004002,113,,,1,1,0,1,10007000,4,1
810009246,3_285_02,,6,0,0,,,,0,0,,,,0,0,,,,"340,341,342",致命毒蛛矛槍術士,0,0,,,1,1,0,1,10007000,3,1
810009247,3_701_15,,6,0,0,,,,0,0,,,,0,0,,,,162,洛克斯的高階祭司,10004000,1,,,0,0,0,0,0,0,1
810009248,3_701_14,,6,0,0,,,,0,0,,,,0,0,,,,162,洛克斯的高階祭司,10004000,1,,,0,0,0,0,0,0,1
810009249,3_701_06,,6,0,0,,,,0,0,,,,0,0,,,,,魔石研究所 - 變種鯊召喚鯊魚,0,0,,,0,0,0,1,0,0,1
810009250,3_316_01,,6,0,0,,,,0,0,,,,0,0,,,,349,巴布梅特,10004002,161,,,1,1,0,1,10007000,4,50
810009251,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009252,3_318_01,,6,0,0,,,,0,0,,,,0,0,,,,349,精英羊獸人劍士,0,0,,,1,1,0,1,10007000,3,1
810009253,3_701_27,,6,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,0,0,1
810009254,3_341_01,,6,0,0,,,,0,0,,,,0,0,,,,,巴蒙,10004002,204,,,1,1,0,1,10007000,4,50
810009255,3_701_58,,6,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,1,0,0,1
810009256,3_701_59,,6,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,1,0,0,1
810009257,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009258,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009259,3_430_02,,6,0,0,,,,0,0,,,,0,0,,,,"381,382,383",魟魚突擊兵,0,0,,,1,1,0,1,10007000,3,1
810009260,3_429_01,,6,0,0,,,,0,0,,,,0,0,,,,"381,382,383",珊瑚軍螯蝦軍官,0,0,,,1,1,0,1,10007000,3,1
810009261,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009262,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009263,3_379_01,,6,0,0,,,,0,0,,,,0,0,,,,"381,382,383",海螺殼珊瑚龍,0,0,,,1,1,0,1,10007000,3,1
810009264,3_430_01,,6,0,0,,,,0,0,,,,0,0,,,,"381,382,383",魟魚劍兵,0,0,,,1,1,0,1,10007000,3,1
810009265,3_701_56,,6,0,0,,,,0,0,,,,0,0,,,,378,??? 2Lv,10004000,1,,,0,0,0,0,10007000,1,1
810009266,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009267,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009268,3_421_02,,6,0,0,,,,0,0,,,,0,0,,,,379,寒冰地獄雙頭怪,0,0,,,1,1,0,1,10007000,3,1
810009269,3_426_01,,6,0,0,,,,0,0,,,,0,0,,,,379,貴族劍龍隊,0,0,,,1,1,0,1,10007000,3,1
810009270,3_701_55,,6,0,0,,,,0,0,,,,0,0,,,,378,??? 2Lv,10004000,1,,,0,0,0,0,10007000,1,1
810009271,3_419_01,,6,0,0,,,,0,0,,,,0,0,,,,377,愛麗絲的噩夢,10004003,53,,,1,1,0,1,10007000,4,50
810009272,3_420_03,,6,0,0,,,,0,0,,,,0,0,,,,377,詛咒的電光死神,0,0,,,1,1,0,0,10007000,3,1
810009273,3_700_84,,6,0,0,,,,0,0,,,,0,0,,,,"331,332,333,334",,0,0,,,0,0,0,0,0,0,1
810009274,3_700_81,,6,0,0,,,,0,0,,,,0,0,,,,"331,332,333,334",,0,0,,,0,0,0,0,0,0,1
815000630,2_596_07,2_596_07_10,4,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,1,0,0,0,0,0,1
810009275,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009276,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009277,3_471_02,,6,0,0,,,,0,0,,,,0,0,,,,"405,406,408",絳紅塔爾達洛斯泥人,10004000,1,,,1,1,0,1,10007000,3,1
810009278,3_469_02,,6,0,0,,,,0,0,,,,0,0,,,,"405,406,408",被囚禁的銀色石像怪,10004000,1,,,1,1,0,1,10007000,3,1
810009279,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009280,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009281,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009282,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009283,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009284,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009285,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009286,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009287,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009288,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009289,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009290,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009291,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009292,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009293,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009294,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009295,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009296,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009297,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009298,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009299,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009300,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009301,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009302,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009303,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009304,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009305,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009306,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009307,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009308,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009309,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009310,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009311,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009312,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,"452,456,457",寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009313,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009314,3_379_02,,6,0,0,,,,0,0,,,,0,0,,,,"381,382,383",鋸鯊手套珊瑚龍,0,0,,,1,1,0,1,10007000,3,1
810009315,3_380_02,,6,0,0,,,,0,0,,,,0,0,,,,"381,382,383",水滴寄居蟹,0,0,,,1,1,0,1,10007000,3,1
810009316,3_600_68,,6,0,0,,,,0,0,,,,0,0,,,,"21,36,42,58,64,79,81,89,95,207,338",??? ???,10004002,138,,,0,0,0,0,0,0,1
810009317,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009318,3_440_02,,6,0,0,,,,0,0,,,,0,0,,,,"384,385,386,387",捕食的火精靈,10004000,1,,,1,1,0,1,10007000,3,1
810009319,3_440_03,,6,0,0,,,,0,0,,,,0,0,,,,"384,385,386,387",墮落的火精靈,10004000,1,,,1,1,0,1,10007000,3,1
810009320,2_700_21,,1,0,0,,,,0,0,,,,0,0,,,,16,,0,0,,,0,0,0,0,0,0,1
810009321,3_003_03,,6,0,0,,,,0,0,,,,0,0,,,,16,海妖的腿,10004000,0,,,0,0,0,0,0,0,1
810009322,3_062_01,,6,0,0,,,,0,0,,,,0,0,,,,16,藍烏龜,10004000,1,,,1,1,0,1,10007000,2,1
810009323,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009324,3_259_04,,6,0,0,,,,0,0,,,,0,0,,,,"331,332,333,334",毀壞之城半獸人司令官,10004002,0,,,1,1,0,1,10007000,4,1
810009325,2_700_21,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009326,2_700_21,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009327,2_700_21,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009328,2_700_21,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009329,2_700_21,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009330,2_700_21,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009331,2_700_21,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009332,2_700_21,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009333,2_700_21,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009334,2_700_21,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009335,2_700_21,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009336,2_700_21,,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,10007000,1,1
810009339,3_1069_03,,6,0,0,,,,0,0,,,,0,0,,,,,未來葛茉芮,0,0,,,1,1,0,1,10007000,3,1
810009340,3_1072_02,,6,0,0,,,,0,0,,,,0,0,,,,,聖華爾基莉遊俠,0,0,,,1,1,0,1,10007000,3,1
810009341,3_1071_01,,6,0,0,,,,0,0,,,,0,0,,,,,虛無幽靈戰士,0,0,,,1,1,0,1,10007000,3,1
810009342,3_1073_01,,6,0,0,,,,0,0,,,,0,0,,,,,聖馬,0,0,,,1,1,0,1,10007000,3,1
810009343,3_1073_02,,6,0,0,,,,0,0,,,,0,0,,,,,消隱聖馬,0,0,,,1,1,0,1,10007000,3,1
810009344,3_1073_03,,6,0,0,,,,0,0,,,,0,0,,,,,暗影聖馬,0,0,,,1,1,0,1,10007000,3,1
810009345,3_1071_03,,6,0,0,,,,0,0,,,,0,0,,,,,怨恨幽靈戰士,0,0,,,1,1,0,1,10007000,3,1
810009346,3_1071_04,,6,0,0,,,,0,0,,,,0,0,,,,,忘卻幽靈戰士,0,0,,,1,1,0,1,10007000,3,1
810009347,3_1074_01,,6,0,0,,,,0,0,,,,0,0,,,,,艾洛克斯鬥士,0,0,,,1,1,0,1,10007000,3,1
810009348,3_1074_02,,6,0,0,,,,0,0,,,,0,0,,,,,艾洛克斯戰士,0,0,,,1,1,0,1,10007000,3,1
810009349,3_1070_01,,6,0,0,,,,0,0,,,,0,0,,,,,紅幻龍,0,0,,,1,1,0,1,10007000,3,1
810009350,3_1069_01,,6,0,0,,,,0,0,,,,0,0,,,,,過去葛茉芮,0,0,,,1,1,0,1,10007000,3,1
810009351,3_1069_02,,6,0,0,,,,0,0,,,,0,0,,,,,現在葛茉芮,0,0,,,1,1,0,1,10007000,3,1
810009352,3_1072_01,,6,0,0,,,,0,0,,,,0,0,,,,,聖華爾基莉戰士,0,0,,,1,1,0,1,10007000,3,1
810009353,3_1072_03,,6,0,0,,,,0,0,,,,0,0,,,,,聖華爾基莉巫師,0,0,,,1,1,0,1,10007000,3,1
810009354,3_1072_04,,6,0,0,,,,0,0,,,,0,0,,,,,聖華爾基莉長槍手,0,0,,,1,1,0,1,10007000,3,1
810009355,3_1071_02,,6,0,0,,,,0,0,,,,0,0,,,,,痛覺幽靈戰士,0,0,,,1,1,0,1,10007000,3,1
810009356,3_1074_03,,6,0,0,,,,0,0,,,,0,0,,,,,艾洛克斯狂戰士,0,0,,,1,1,0,1,10007000,3,1
810009357,3_1070_02,,6,0,0,,,,0,0,,,,0,0,,,,,藍幻龍,0,0,,,1,1,0,1,10007000,3,1
810009358,3_1070_03,,6,0,0,,,,0,0,,,,0,0,,,,,紫幻龍,0,0,,,1,1,0,1,10007000,3,1
810009359,3_1066_01,,6,0,0,,,,0,0,,,,0,0,,,,,米卡艾拉,10004004,64,,,1,1,0,1,10007000,5,50
810009360,3_1067_01,,6,0,0,,,,0,0,,,,0,0,,,,,巴爾巴托斯,10004004,65,,,1,1,0,1,10007000,5,50
810009361,3_1068_01,,6,0,0,,,,0,0,,,,0,0,,,,,突變寶石耶比,10004004,66,,,1,1,0,1,10007000,5,50
810009362,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,,寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009363,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,,寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
810009364,3_1069_03,,6,0,0,,,,0,0,,,,0,0,,,,,未來葛茉芮,0,0,,,1,1,0,1,10007000,3,1
810009365,3_1072_02,,6,0,0,,,,0,0,,,,0,0,,,,,聖華爾基莉遊俠,0,0,,,1,1,0,1,10007000,3,1
810009366,3_1071_01,,6,0,0,,,,0,0,,,,0,0,,,,,虛無幽靈戰士,0,0,,,1,1,0,1,10007000,3,1
810009367,3_1073_01,,6,0,0,,,,0,0,,,,0,0,,,,,聖馬,0,0,,,1,1,0,1,10007000,3,1
812010657,1_103_17,1_103_17_10,2,0,0,,,,0,0,,,,0,0,,,,471,????,10005001,143,,,1,0,0,1,0,0,1
812010658,1_102_68,1_102_68_10,2,0,0,,,,0,0,,,,0,0,,,,471,???,10005001,126,,,1,0,0,1,0,0,1
812010659,1_102_40,1_102_40_10,2,0,0,,,,0,0,,,,0,0,,,,"420,471",???,10005001,120,,,1,0,0,1,0,0,1
810009369,3_1073_01,,6,0,0,,,,0,0,,,,0,0,,,,,聖馬,0,0,,,0,0,0,0,10007000,3,1
810009370,3_213_02,,6,0,0,,,,0,0,,,,0,0,,,,,嘻哈布丁,0,0,,,1,1,0,1,10007000,3,1
810009371,3_214_02,,6,0,0,,,,0,0,,,,0,0,,,,,布丁弟,0,0,,,1,1,0,1,10007000,3,1
810009372,3_214_01,,6,0,0,,,,0,0,,,,0,0,,,,,布丁妹,0,0,,,1,1,0,1,10007000,3,1
810009373,2_003_18,2_003_18_10,1,0,0,,,,0,0,,,,0,0,,,,469,飛飛耶比,0,0,,,1,1,0,1,10007000,3,1
810009374,2_003_19,2_003_19_10,1,0,0,,,,0,0,,,,0,0,,,,469,鑽石耶比,0,0,,,1,1,0,1,10007000,3,1
810009375,2_003_20,2_003_20_10,1,0,0,,,,0,0,,,,0,0,,,,469,粉粉耶比,0,0,,,1,1,0,1,10007000,3,1
810009376,3_213_01,,6,0,0,,,,0,0,,,,0,0,,,,,星際布丁,0,0,,,1,1,0,1,10007000,3,1
810009377,3_1065_02,,6,0,0,,,,0,0,,,,0,0,,,,,呆呆魔耶比,0,0,,,1,1,0,1,10007000,3,1
810009378,3_1065_01,,6,0,0,,,,0,0,,,,0,0,,,,,乖乖魔耶比,0,0,,,1,1,0,1,10007000,3,1
810009379,3_1065_03,,6,0,0,,,,0,0,,,,0,0,,,,,偶像魔耶比,0,0,,,1,1,0,1,10007000,3,1
810009380,3_1001_01,,6,0,0,,,,0,0,,,,0,0,,,,469,耶比妹妹,0,0,,,1,1,0,1,10007000,3,1
810009381,3_1001_02,,6,0,0,,,,0,0,,,,0,0,,,,469,耶比哥哥,0,0,,,1,1,0,1,10007000,3,1
810009382,3_1001_03,,6,0,0,,,,0,0,,,,0,0,,,,469,耶比弟弟,0,0,,,1,1,0,1,10007000,3,1
810009383,3_600_40,,6,0,0,,,,0,0,,,,0,0,,,,,寶物箱子,10004002,26,,,1,1,0,1,10007000,5,1
