ID,_Name,_Description,_Application_Type,_OptionGroup,_OptionLevel,_Effect,_Effect_Type,_Option_Min,_Option_Max,_Enchant_Min,_Enchant_Max
9631,Lv31 武器攻擊力/屬性力 %+d,Lv31 武器攻擊力/屬性力 %+d ~ %+d,0,10800,31,1,586,62,62,2,2
9632,Lv32 武器攻擊力/屬性力 %+d,Lv32 武器攻擊力/屬性力 %+d ~ %+d,0,10800,32,1,586,64,64,2,2
9633,Lv33 武器攻擊力/屬性力 %+d,Lv33 武器攻擊力/屬性力 %+d ~ %+d,0,10800,33,1,586,66,66,2,2
9634,Lv34 武器攻擊力/屬性力 %+d,Lv34 武器攻擊力/屬性力 %+d ~ %+d,0,10800,34,1,586,68,68,2,2
9635,Lv35 武器攻擊力/屬性力 %+d,Lv35 武器攻擊力/屬性力 %+d ~ %+d,0,10800,35,1,586,70,70,2,2
9636,Lv36 武器攻擊力/屬性力 %+d,Lv36 武器攻擊力/屬性力 %+d ~ %+d,0,10800,36,1,586,72,72,2,2
9637,Lv37 武器攻擊力/屬性力 %+d,Lv37 武器攻擊力/屬性力 %+d ~ %+d,0,10800,37,1,586,74,74,2,2
9638,Lv38 武器攻擊力/屬性力 %+d,Lv38 武器攻擊力/屬性力 %+d ~ %+d,0,10800,38,1,586,76,76,2,2
9639,Lv39 武器攻擊力/屬性力 %+d,Lv39 武器攻擊力/屬性力 %+d ~ %+d,0,10800,39,1,586,78,78,2,2
9640,Lv40 武器攻擊力/屬性力 %+d,Lv40 武器攻擊力/屬性力 %+d ~ %+d,0,10800,40,1,586,80,80,2,2
9641,Lv41 武器攻擊力/屬性力 %+d,Lv41 武器攻擊力/屬性力 %+d ~ %+d,0,10800,41,1,586,82,82,2,2
9642,Lv42 武器攻擊力/屬性力 %+d,Lv42 武器攻擊力/屬性力 %+d ~ %+d,0,10800,42,1,586,84,84,2,2
9643,Lv43 武器攻擊力/屬性力 %+d,Lv43 武器攻擊力/屬性力 %+d ~ %+d,0,10800,43,1,586,86,86,2,2
9644,Lv44 武器攻擊力/屬性力 %+d,Lv44 武器攻擊力/屬性力 %+d ~ %+d,0,10800,44,1,586,88,88,2,2
9645,Lv45 武器攻擊力/屬性力 %+d,Lv45 武器攻擊力/屬性力 %+d ~ %+d,0,10800,45,1,586,90,90,2,2
9646,Lv46 武器攻擊力/屬性力 %+d,Lv46 武器攻擊力/屬性力 %+d ~ %+d,0,10800,46,1,586,92,92,2,2
9647,Lv47 武器攻擊力/屬性力 %+d,Lv47 武器攻擊力/屬性力 %+d ~ %+d,0,10800,47,1,586,94,94,2,2
9648,Lv48 武器攻擊力/屬性力 %+d,Lv48 武器攻擊力/屬性力 %+d ~ %+d,0,10800,48,1,586,96,96,2,2
9649,Lv49 武器攻擊力/屬性力 %+d,Lv49 武器攻擊力/屬性力 %+d ~ %+d,0,10800,49,1,586,98,98,2,2
9650,Lv50 武器攻擊力/屬性力 %+d,Lv50 武器攻擊力/屬性力 %+d ~ %+d,0,10800,50,1,586,100,100,2,2
9801,Lv1 物理/魔法爆擊傷害 %+d％,Lv1 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,1,1,464,2,2,2,2
9802,Lv2 物理/魔法爆擊傷害 %+d％,Lv2 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,2,1,464,4,4,2,2
9803,Lv3 物理/魔法爆擊傷害 %+d％,Lv3 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,3,1,464,6,6,2,2
9804,Lv4 物理/魔法爆擊傷害 %+d％,Lv4 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,4,1,464,8,8,2,2
9805,Lv5 物理/魔法爆擊傷害 %+d％,Lv5 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,5,1,464,10,10,2,2
9806,Lv6 物理/魔法爆擊傷害 %+d％,Lv6 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,6,1,464,12,12,2,2
9807,Lv7 物理/魔法爆擊傷害 %+d％,Lv7 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,7,1,464,14,14,2,2
9808,Lv8 物理/魔法爆擊傷害 %+d％,Lv8 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,8,1,464,16,16,2,2
9809,Lv9 物理/魔法爆擊傷害 %+d％,Lv9 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,9,1,464,18,18,2,2
9810,Lv10 物理/魔法爆擊傷害 %+d％,Lv10 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,10,1,464,20,20,2,2
9811,Lv11 物理/魔法爆擊傷害 %+d％,Lv11 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,11,1,464,22,22,2,2
9812,Lv12 物理/魔法爆擊傷害 %+d％,Lv12 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,12,1,464,24,24,2,2
9813,Lv13 物理/魔法爆擊傷害 %+d％,Lv13 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,13,1,464,26,26,2,2
9814,Lv14 物理/魔法爆擊傷害 %+d％,Lv14 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,14,1,464,28,28,2,2
9815,Lv15 物理/魔法爆擊傷害 %+d％,Lv15 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,15,1,464,30,30,2,2
9816,Lv16 物理/魔法爆擊傷害 %+d％,Lv16 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,16,1,464,32,32,2,2
9817,Lv17 物理/魔法爆擊傷害 %+d％,Lv17 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,17,1,464,34,34,2,2
9818,Lv18 物理/魔法爆擊傷害 %+d％,Lv18 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,18,1,464,36,36,2,2
9819,Lv19 物理/魔法爆擊傷害 %+d％,Lv19 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,19,1,464,38,38,2,2
9820,Lv20 物理/魔法爆擊傷害 %+d％,Lv20 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,20,1,464,40,40,2,2
9821,Lv21 物理/魔法爆擊傷害 %+d％,Lv21 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,21,1,464,42,42,2,2
9822,Lv22 物理/魔法爆擊傷害 %+d％,Lv22 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,22,1,464,44,44,2,2
9823,Lv23 物理/魔法爆擊傷害 %+d％,Lv23 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,23,1,464,46,46,2,2
9824,Lv24 物理/魔法爆擊傷害 %+d％,Lv24 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,24,1,464,48,48,2,2
9825,Lv25 物理/魔法爆擊傷害 %+d％,Lv25 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,25,1,464,50,50,2,2
9826,Lv26 物理/魔法爆擊傷害 %+d％,Lv26 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,26,1,464,52,52,2,2
9827,Lv27 物理/魔法爆擊傷害 %+d％,Lv27 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,27,1,464,54,54,2,2
9828,Lv28 物理/魔法爆擊傷害 %+d％,Lv28 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,28,1,464,56,56,2,2
9829,Lv29 物理/魔法爆擊傷害 %+d％,Lv29 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,29,1,464,58,58,2,2
9830,Lv30 物理/魔法爆擊傷害 %+d％,Lv30 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,30,1,464,60,60,2,2
9831,Lv31 物理/魔法爆擊傷害 %+d％,Lv31 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,31,1,464,62,62,2,2
9832,Lv32 物理/魔法爆擊傷害 %+d％,Lv32 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,32,1,464,64,64,2,2
9833,Lv33 物理/魔法爆擊傷害 %+d％,Lv33 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,33,1,464,66,66,2,2
9834,Lv34 物理/魔法爆擊傷害 %+d％,Lv34 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,34,1,464,68,68,2,2
9835,Lv35 物理/魔法爆擊傷害 %+d％,Lv35 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,35,1,464,70,70,2,2
9836,Lv36 物理/魔法爆擊傷害 %+d％,Lv36 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,36,1,464,72,72,2,2
9837,Lv37 物理/魔法爆擊傷害 %+d％,Lv37 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,37,1,464,74,74,2,2
9838,Lv38 物理/魔法爆擊傷害 %+d％,Lv38 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,38,1,464,76,76,2,2
9839,Lv39 物理/魔法爆擊傷害 %+d％,Lv39 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,39,1,464,78,78,2,2
9840,Lv40 物理/魔法爆擊傷害 %+d％,Lv40 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,40,1,464,80,80,2,2
9841,Lv41 物理/魔法爆擊傷害 %+d％,Lv41 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,41,1,464,82,82,2,2
9842,Lv42 物理/魔法爆擊傷害 %+d％,Lv42 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,42,1,464,84,84,2,2
9843,Lv43 物理/魔法爆擊傷害 %+d％,Lv43 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,43,1,464,86,86,2,2
9844,Lv44 物理/魔法爆擊傷害 %+d％,Lv44 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,44,1,464,88,88,2,2
9845,Lv45 物理/魔法爆擊傷害 %+d％,Lv45 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,45,1,464,90,90,2,2
9846,Lv46 物理/魔法爆擊傷害 %+d％,Lv46 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,46,1,464,92,92,2,2
9847,Lv47 物理/魔法爆擊傷害 %+d％,Lv47 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,47,1,464,94,94,2,2
9848,Lv48 物理/魔法爆擊傷害 %+d％,Lv48 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,48,1,464,96,96,2,2
9849,Lv49 物理/魔法爆擊傷害 %+d％,Lv49 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,49,1,464,98,98,2,2
9850,Lv50 物理/魔法爆擊傷害 %+d％,Lv50 物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,50,1,464,100,100,2,2
10001,Lv1 螺旋增加 %+dLv,Lv1 螺旋增加 %+dLv ~ %+dLv,0,10000,1,2,1000023,1,2,1,2
10002,Lv2 螺旋增加 %+dLv,Lv2 螺旋增加 %+dLv ~ %+dLv,0,10000,2,2,1000023,2,4,1,2
10003,Lv3 螺旋增加 %+dLv,Lv3 螺旋增加 %+dLv ~ %+dLv,0,10000,3,2,1000023,3,6,1,2
10004,Lv4 螺旋增加 %+dLv,Lv4 螺旋增加 %+dLv ~ %+dLv,0,10000,4,2,1000023,4,8,1,2
10005,Lv5 螺旋增加 %+dLv,Lv5 螺旋增加 %+dLv ~ %+dLv,0,10000,5,2,1000023,5,10,1,2
10006,Lv6 螺旋增加 %+dLv,Lv6 螺旋增加 %+dLv ~ %+dLv,0,10000,6,2,1000023,6,12,1,2
10007,Lv7 螺旋增加 %+dLv,Lv7 螺旋增加 %+dLv ~ %+dLv,0,10000,7,2,1000023,7,14,1,2
10008,Lv8 螺旋增加 %+dLv,Lv8 螺旋增加 %+dLv ~ %+dLv,0,10000,8,2,1000023,8,16,1,2
10009,Lv9 螺旋增加 %+dLv,Lv9 螺旋增加 %+dLv ~ %+dLv,0,10000,9,2,1000023,9,18,1,2
10010,Lv10 螺旋增加 %+dLv,Lv10 螺旋增加 %+dLv ~ %+dLv,0,10000,10,2,1000023,10,20,1,2
10011,Lv1 無限劍陣 %+dLv,Lv1 無限劍陣 %+dLv ~ %+dLv,0,10001,1,2,1001024,1,2,1,2
10012,Lv2 無限劍陣 %+dLv,Lv2 無限劍陣 %+dLv ~ %+dLv,0,10001,2,2,1001024,2,4,1,2
10013,Lv3 無限劍陣 %+dLv,Lv3 無限劍陣 %+dLv ~ %+dLv,0,10001,3,2,1001024,3,6,1,2
10014,Lv4 無限劍陣 %+dLv,Lv4 無限劍陣 %+dLv ~ %+dLv,0,10001,4,2,1001024,4,8,1,2
10015,Lv5 無限劍陣 %+dLv,Lv5 無限劍陣 %+dLv ~ %+dLv,0,10001,5,2,1001024,5,10,1,2
10016,Lv6 無限劍陣 %+dLv,Lv6 無限劍陣 %+dLv ~ %+dLv,0,10001,6,2,1001024,6,12,1,2
10017,Lv7 無限劍陣 %+dLv,Lv7 無限劍陣 %+dLv ~ %+dLv,0,10001,7,2,1001024,7,14,1,2
10018,Lv8 無限劍陣 %+dLv,Lv8 無限劍陣 %+dLv ~ %+dLv,0,10001,8,2,1001024,8,16,1,2
10019,Lv9 無限劍陣 %+dLv,Lv9 無限劍陣 %+dLv ~ %+dLv,0,10001,9,2,1001024,9,18,1,2
10020,Lv10 無限劍陣 %+dLv,Lv10 無限劍陣 %+dLv ~ %+dLv,0,10001,10,2,1001024,10,20,1,2
10021,Lv1 威力急襲 %+dLv,Lv1 威力急襲 %+dLv ~ %+dLv,0,10002,1,2,1000025,1,2,1,2
10022,Lv2 威力急襲 %+dLv,Lv2 威力急襲 %+dLv ~ %+dLv,0,10002,2,2,1000025,2,4,1,2
10023,Lv3 威力急襲 %+dLv,Lv3 威力急襲 %+dLv ~ %+dLv,0,10002,3,2,1000025,3,6,1,2
10024,Lv4 威力急襲 %+dLv,Lv4 威力急襲 %+dLv ~ %+dLv,0,10002,4,2,1000025,4,8,1,2
10025,Lv5 威力急襲 %+dLv,Lv5 威力急襲 %+dLv ~ %+dLv,0,10002,5,2,1000025,5,10,1,2
10026,Lv6 威力急襲 %+dLv,Lv6 威力急襲 %+dLv ~ %+dLv,0,10002,6,2,1000025,6,12,1,2
10027,Lv7 威力急襲 %+dLv,Lv7 威力急襲 %+dLv ~ %+dLv,0,10002,7,2,1000025,7,14,1,2
10028,Lv8 威力急襲 %+dLv,Lv8 威力急襲 %+dLv ~ %+dLv,0,10002,8,2,1000025,8,16,1,2
10029,Lv9 威力急襲 %+dLv,Lv9 威力急襲 %+dLv ~ %+dLv,0,10002,9,2,1000025,9,18,1,2
10030,Lv10 威力急襲 %+dLv,Lv10 威力急襲 %+dLv ~ %+dLv,0,10002,10,2,1000025,10,20,1,2
10031,Lv1 [迅風快擊] 氣功 %+dLv,Lv1 [迅風快擊] 氣功 %+dLv ~ %+dLv,0,10003,1,2,2402705,1,2,1,2
10032,Lv2 [迅風快擊] 氣功 %+dLv,Lv2 [迅風快擊] 氣功 %+dLv ~ %+dLv,0,10003,2,2,2402705,2,4,1,2
10033,Lv3 [迅風快擊] 氣功 %+dLv,Lv3 [迅風快擊] 氣功 %+dLv ~ %+dLv,0,10003,3,2,2402705,3,6,1,2
10034,Lv4 [迅風快擊] 氣功 %+dLv,Lv4 [迅風快擊] 氣功 %+dLv ~ %+dLv,0,10003,4,2,2402705,4,8,1,2
10035,Lv5 [迅風快擊] 氣功 %+dLv,Lv5 [迅風快擊] 氣功 %+dLv ~ %+dLv,0,10003,5,2,2402705,5,10,1,2
10036,Lv6 [迅風快擊] 氣功 %+dLv,Lv6 [迅風快擊] 氣功 %+dLv ~ %+dLv,0,10003,6,2,2402705,6,12,1,2
10037,Lv7 [迅風快擊] 氣功 %+dLv,Lv7 [迅風快擊] 氣功 %+dLv ~ %+dLv,0,10003,7,2,2402705,7,14,1,2
10038,Lv8 [迅風快擊] 氣功 %+dLv,Lv8 [迅風快擊] 氣功 %+dLv ~ %+dLv,0,10003,8,2,2402705,8,16,1,2
10039,Lv9 [迅風快擊] 氣功 %+dLv,Lv9 [迅風快擊] 氣功 %+dLv ~ %+dLv,0,10003,9,2,2402705,9,18,1,2
10040,Lv10 [迅風快擊] 氣功 %+dLv,Lv10 [迅風快擊] 氣功 %+dLv ~ %+dLv,0,10003,10,2,2402705,10,20,1,2
10041,Lv1 魔王血統 [攻擊] %+dLv,Lv1 魔王血統 [攻擊] %+dLv ~ %+dLv,0,10004,1,2,1000027,1,2,1,2
10042,Lv2 魔王血統 [攻擊] %+dLv,Lv2 魔王血統 [攻擊] %+dLv ~ %+dLv,0,10004,2,2,1000027,2,4,1,2
10043,Lv3 魔王血統 [攻擊] %+dLv,Lv3 魔王血統 [攻擊] %+dLv ~ %+dLv,0,10004,3,2,1000027,3,6,1,2
10044,Lv4 魔王血統 [攻擊] %+dLv,Lv4 魔王血統 [攻擊] %+dLv ~ %+dLv,0,10004,4,2,1000027,4,8,1,2
10045,Lv5 魔王血統 [攻擊] %+dLv,Lv5 魔王血統 [攻擊] %+dLv ~ %+dLv,0,10004,5,2,1000027,5,10,1,2
10046,Lv6 魔王血統 [攻擊] %+dLv,Lv6 魔王血統 [攻擊] %+dLv ~ %+dLv,0,10004,6,2,1000027,6,12,1,2
10047,Lv7 魔王血統 [攻擊] %+dLv,Lv7 魔王血統 [攻擊] %+dLv ~ %+dLv,0,10004,7,2,1000027,7,14,1,2
10048,Lv8 魔王血統 [攻擊] %+dLv,Lv8 魔王血統 [攻擊] %+dLv ~ %+dLv,0,10004,8,2,1000027,8,16,1,2
10049,Lv9 魔王血統 [攻擊] %+dLv,Lv9 魔王血統 [攻擊] %+dLv ~ %+dLv,0,10004,9,2,1000027,9,18,1,2
10050,Lv10 魔王血統 [攻擊] %+dLv,Lv10 魔王血統 [攻擊] %+dLv ~ %+dLv,0,10004,10,2,1000027,10,20,1,2
10051,Lv1 優雅 %+dLv,Lv1 優雅 %+dLv ~ %+dLv,0,10005,1,2,1000028,1,2,1,2
10052,Lv2 優雅 %+dLv,Lv2 優雅 %+dLv ~ %+dLv,0,10005,2,2,1000028,2,4,1,2
10053,Lv3 優雅 %+dLv,Lv3 優雅 %+dLv ~ %+dLv,0,10005,3,2,1000028,3,6,1,2
10054,Lv4 優雅 %+dLv,Lv4 優雅 %+dLv ~ %+dLv,0,10005,4,2,1000028,4,8,1,2
10055,Lv5 優雅 %+dLv,Lv5 優雅 %+dLv ~ %+dLv,0,10005,5,2,1000028,5,10,1,2
10056,Lv6 優雅 %+dLv,Lv6 優雅 %+dLv ~ %+dLv,0,10005,6,2,1000028,6,12,1,2
10057,Lv7 優雅 %+dLv,Lv7 優雅 %+dLv ~ %+dLv,0,10005,7,2,1000028,7,14,1,2
10058,Lv8 優雅 %+dLv,Lv8 優雅 %+dLv ~ %+dLv,0,10005,8,2,1000028,8,16,1,2
10059,Lv9 優雅 %+dLv,Lv9 優雅 %+dLv ~ %+dLv,0,10005,9,2,1000028,9,18,1,2
10060,Lv10 優雅 %+dLv,Lv10 優雅 %+dLv ~ %+dLv,0,10005,10,2,1000028,10,20,1,2
10061,Lv1 忍法_絅 %+dLv,Lv1 忍法_絅 %+dLv ~ %+dLv,0,10006,1,2,1000029,1,2,1,2
10062,Lv2 忍法_絅 %+dLv,Lv2 忍法_絅 %+dLv ~ %+dLv,0,10006,2,2,1000029,2,4,1,2
10063,Lv3 忍法_絅 %+dLv,Lv3 忍法_絅 %+dLv ~ %+dLv,0,10006,3,2,1000029,3,6,1,2
10064,Lv4 忍法_絅 %+dLv,Lv4 忍法_絅 %+dLv ~ %+dLv,0,10006,4,2,1000029,4,8,1,2
10065,Lv5 忍法_絅 %+dLv,Lv5 忍法_絅 %+dLv ~ %+dLv,0,10006,5,2,1000029,5,10,1,2
10066,Lv6 忍法_絅 %+dLv,Lv6 忍法_絅 %+dLv ~ %+dLv,0,10006,6,2,1000029,6,12,1,2
10067,Lv7 忍法_絅 %+dLv,Lv7 忍法_絅 %+dLv ~ %+dLv,0,10006,7,2,1000029,7,14,1,2
10068,Lv8 忍法_絅 %+dLv,Lv8 忍法_絅 %+dLv ~ %+dLv,0,10006,8,2,1000029,8,16,1,2
10069,Lv9 忍法_絅 %+dLv,Lv9 忍法_絅 %+dLv ~ %+dLv,0,10006,9,2,1000029,9,18,1,2
10070,Lv10 忍法_絅 %+dLv,Lv10 忍法_絅 %+dLv ~ %+dLv,0,10006,10,2,1000029,10,20,1,2
10071,Lv1 狙擊者 %+dLv,Lv1 狙擊者 %+dLv ~ %+dLv,0,10007,1,2,1000030,1,2,1,2
10072,Lv2 狙擊者 %+dLv,Lv2 狙擊者 %+dLv ~ %+dLv,0,10007,2,2,1000030,2,4,1,2
10073,Lv3 狙擊者 %+dLv,Lv3 狙擊者 %+dLv ~ %+dLv,0,10007,3,2,1000030,3,6,1,2
10074,Lv4 狙擊者 %+dLv,Lv4 狙擊者 %+dLv ~ %+dLv,0,10007,4,2,1000030,4,8,1,2
10075,Lv5 狙擊者 %+dLv,Lv5 狙擊者 %+dLv ~ %+dLv,0,10007,5,2,1000030,5,10,1,2
10076,Lv6 狙擊者 %+dLv,Lv6 狙擊者 %+dLv ~ %+dLv,0,10007,6,2,1000030,6,12,1,2
10077,Lv7 狙擊者 %+dLv,Lv7 狙擊者 %+dLv ~ %+dLv,0,10007,7,2,1000030,7,14,1,2
10078,Lv8 狙擊者 %+dLv,Lv8 狙擊者 %+dLv ~ %+dLv,0,10007,8,2,1000030,8,16,1,2
10079,Lv9 狙擊者 %+dLv,Lv9 狙擊者 %+dLv ~ %+dLv,0,10007,9,2,1000030,9,18,1,2
10080,Lv10 狙擊者 %+dLv,Lv10 狙擊者 %+dLv ~ %+dLv,0,10007,10,2,1000030,10,20,1,2
10081,Lv1 DM-EMP %+dLv,Lv1 DM-EMP %+dLv ~ %+dLv,0,10008,1,2,1011031,1,2,1,2
10082,Lv2 DM-EMP %+dLv,Lv2 DM-EMP %+dLv ~ %+dLv,0,10008,2,2,1011031,2,4,1,2
10083,Lv3 DM-EMP %+dLv,Lv3 DM-EMP %+dLv ~ %+dLv,0,10008,3,2,1011031,3,6,1,2
10084,Lv4 DM-EMP %+dLv,Lv4 DM-EMP %+dLv ~ %+dLv,0,10008,4,2,1011031,4,8,1,2
10085,Lv5 DM-EMP %+dLv,Lv5 DM-EMP %+dLv ~ %+dLv,0,10008,5,2,1011031,5,10,1,2
10086,Lv6 DM-EMP %+dLv,Lv6 DM-EMP %+dLv ~ %+dLv,0,10008,6,2,1011031,6,12,1,2
10087,Lv7 DM-EMP %+dLv,Lv7 DM-EMP %+dLv ~ %+dLv,0,10008,7,2,1011031,7,14,1,2
10088,Lv8 DM-EMP %+dLv,Lv8 DM-EMP %+dLv ~ %+dLv,0,10008,8,2,1011031,8,16,1,2
10089,Lv9 DM-EMP %+dLv,Lv9 DM-EMP %+dLv ~ %+dLv,0,10008,9,2,1011031,9,18,1,2
10090,Lv10 DM-EMP %+dLv,Lv10 DM-EMP %+dLv ~ %+dLv,0,10008,10,2,1011031,10,20,1,2
10091,Lv1 熟練寶石短錐 [初級] %+dLv,Lv1 熟練寶石短錐 [初級] %+dLv ~ %+dLv,0,10009,1,2,8008301,1,2,1,2
10092,Lv2 熟練寶石短錐 [初級] %+dLv,Lv2 熟練寶石短錐 [初級] %+dLv ~ %+dLv,0,10009,2,2,8008301,2,4,1,2
10093,Lv3 熟練寶石短錐 [初級] %+dLv,Lv3 熟練寶石短錐 [初級] %+dLv ~ %+dLv,0,10009,3,2,8008301,3,6,1,2
10094,Lv4 熟練寶石短錐 [初級] %+dLv,Lv4 熟練寶石短錐 [初級] %+dLv ~ %+dLv,0,10009,4,2,8008301,4,8,1,2
10095,Lv5 熟練寶石短錐 [初級] %+dLv,Lv5 熟練寶石短錐 [初級] %+dLv ~ %+dLv,0,10009,5,2,8008301,5,10,1,2
10096,Lv1 [寶石] 攻擊力與屬性力  %+dLv,Lv1 [寶石] 攻擊力與屬性力  %+dLv ~ %+dLv,0,10010,1,2,2506904,1,2,1,2
10097,Lv2 [寶石] 攻擊力與屬性力  %+dLv,Lv2 [寶石] 攻擊力與屬性力  %+dLv ~ %+dLv,0,10010,2,2,2506904,2,4,1,2
10098,Lv3 [寶石] 攻擊力與屬性力  %+dLv,Lv3 [寶石] 攻擊力與屬性力  %+dLv ~ %+dLv,0,10010,3,2,2506904,3,6,1,2
10099,Lv4 [寶石] 攻擊力與屬性力  %+dLv,Lv4 [寶石] 攻擊力與屬性力  %+dLv ~ %+dLv,0,10010,4,2,2506904,4,8,1,2
10100,Lv5 [寶石] 攻擊力與屬性力  %+dLv,Lv5 [寶石] 攻擊力與屬性力  %+dLv ~ %+dLv,0,10010,5,2,2506904,5,10,1,2
17701,物理/魔法命中率 %+d％,物理/魔法命中率 %+d％ ~ %+d％,0,1300,1,1,466,1,120,1,120
17706,物理/魔法命中率 %+d％,物理/魔法命中率 %+d％ ~ %+d％,0,1300,1,1,466,1,120,1,120
17711,物理/魔法最大傷害 %+d％,物理/魔法最大傷害 %+d％ ~ %+d％,0,9900,1,1,461,1,200,1,200
17716,物理/魔法最大傷害 %+d％,物理/魔法最大傷害 %+d％ ~ %+d％,0,9900,1,1,461,1,200,1,200
17721,物理/魔法爆擊傷害 %+d％,物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,1,1,464,1,200,1,200
17726,物理/魔法爆擊傷害 %+d％,物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,1,1,464,1,200,1,200
17731,武器攻擊力/屬性力 %+d％,武器攻擊力/屬性力 %+d％ ~ %+d％,0,10400,1,1,587,1,40,1,40
17736,武器攻擊力/屬性力 %+d％,武器攻擊力/屬性力 %+d％ ~ %+d％,0,10400,1,1,587,1,40,1,40
17741,武器攻擊力/屬性力 %+d,武器攻擊力/屬性力 %+d ~ %+d,0,10800,1,1,586,1,400,1,400
17746,武器攻擊力/屬性力 %+d,武器攻擊力/屬性力 %+d ~ %+d,0,10800,1,1,586,1,400,1,400
17751,移動速度 %+d％,移動速度 %+d％ ~ %+d％,0,4700,1,1,106,1,140,1,140
17756,移動速度 %+d％,移動速度 %+d％ ~ %+d％,0,4700,1,1,106,1,140,1,140
17761,所有能力值 %+d,所有能力值 %+d ~ %+d,0,7700,1,1,455,1,25000,1,25000
17766,所有能力值 %+d,所有能力值 %+d ~ %+d,0,7700,1,1,455,1,25000,1,25000
17771,所有能力值 %+d％,所有能力值 %+d％ ~ %+d％,0,7600,1,1,456,1,45,1,45
17776,所有能力值 %+d％,所有能力值 %+d％ ~ %+d％,0,7600,1,1,456,1,45,1,45
17781,物理/魔法最小傷害 %+d％,物理/魔法最小傷害 %+d％ ~ %+d％,0,9700,1,1,462,1,200,1,200
17786,物理/魔法最小傷害 %+d％,物理/魔法最小傷害 %+d％ ~ %+d％,0,9700,1,1,462,1,200,1,200
17791,物理/魔法固定傷害 %+d％,物理/魔法固定傷害 %+d％ ~ %+d％,0,7400,1,1,588,1,35,1,35
17796,物理/魔法固定傷害 %+d％,物理/魔法固定傷害 %+d％ ~ %+d％,0,7400,1,1,588,1,35,1,35
17801,最小/最大傷害 %+d％,最小/最大傷害 %+d％ ~ %+d％,0,7800,1,1,585,1,110,1,110
17806,最小/最大傷害 %+d％,最小/最大傷害 %+d％ ~ %+d％,0,7800,1,1,585,1,110,1,110
17811,物理/魔法爆擊傷害 %+d％,物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,1,1,464,1,200,1,200
17816,物理/魔法爆擊傷害 %+d％,物理/魔法爆擊傷害 %+d％ ~ %+d％,0,7300,1,1,464,1,200,1,200
17821,力量/魔力 %+d,力量/魔力 %+d ~ %+d,0,6600,1,1,594,1,25000,1,25000
