ID,_Name,_Target_Type,_Lv,_MOD_BaseMHP,_MOD_BaseMSP,_Base_Atk,_Base_Def,_Base_Ele,_Base_Luk,_Base_Guard,_Base_Atk_Min_Dam,_Base_Atk_Max_Dam,_Base_Ele_Min_Dam,_Base_Ele_Max_Dam,_Base_Speed_X,_Base_Speed_Y,_Base_Water,_BASE_DAMAGE_ABSOLUTE,_BASE_REDUCE_DAMAGE_ABSOLUTE,_BASE_DEF_PENETRATION,_BASE_ELE_PENETRATION,_BASE_JUMP_ATK,_BASE_NORMAL,_BASE_HEAVY,_BASE_CRITICAL_DAMAGE,_BASE_ELE_CRITICAL_DAMAGE,_BASE_HEAL_CRITICAL_AUGMENT,_BASE_HEAL_CRITICAL_PROBABILITY,_CLASS_MHP_FACTOR,_CLASS_MSP_FACTOR,_CLASS_RECV_HP_FACTOR,_CLASS_RECV_SP_FACTOR,_BASE_PHY_HIT_RATE,_BASE_ELE_HIT_RATE,_BASE_PHY_DODGE_RATE,_BASE_ELE_DODGE_RATE,_BASE_BACK_DAM,_BASE_ELE_BACK_DAM,_BASE_ATK_ADD_FACTOR,_BASE_ATK_RATIO_FACTOR,_BASE_ELE_ADD_FACTOR,_BASE_ELE_RATIO_FACTOR,_BASE_AMOR,_BASE_HEAL_HP_ADD,_BASE_HEAL_SP_ADD,_BASE_HEAL_HP_FACTOR,_BASE_HEAL_SP_FACTOR,_BASE_ELE_DAMAGE_ABSOLUTE,_BASE_ELE_REDUCE_DAMAGE_ABSOLUTE,_BASE_WATER_MIN_DAM,_BASE_WATER_MAX_DAM,_BASE_RES_WATER,_WATER_DAM,_PHY_IMMUNE,_ELE_IMMUNE,_WATER_IMMUNE,_ELASTICITY,_ADD_RES_STUN,_ADD_RES_SLEEP,_ADD_RES_CONFUSION,_ADD_RES_FREEZE,_BASE_DROP_SPEED,_BASE_MAX_DROP_SPEED,_EffectID1,_EffectID2,_EffectID3,_EffectID4,_RecallID,_Drop_place,_Active_mob,_LifeTime,_LifeTime2,_Mob_Type,_HP_reset,_HIT_Revision,_SealSkill_Probability,_SealSkill_ID,_Mob_Type_Dam,_BossMob_Check,_Difficulty_Check
810008003,18?_11???_MD??,18,1,3,9,1,1,1,4500,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,50,100,100,4,2,1,1,0,0,20,20,30,200,30,200,11484,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,44000070,44000070,44000070,44000070,10851,1,0,0,0,0,0,30,0,0,1,0,1
810008004,18?_11???_MD???,0,1,2,2,1,1,1,1,0,140,150,140,150,0,-800,1727,0,176,0,0,612,2395,2789,50,50,50,50,1625,750,4,2,180,180,0,0,20,20,100,200,100,200,14520,0,0,100,100,0,232,0,0,11880,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,10852,1,0,0,0,0,0,30,0,0,1,0,1
810008005,18?_11???_MD??1?,3,1,50,23667714,1,1,1,1,0,140,150,220,240,250,-800,1727,0,90000000,0,0,612,2395,2789,50,50,50,50,1625,750,4,2,180,180,0,0,20,20,100,200,100,200,14520,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,1000,1600,30,81005382,0,0,0,10853,1,0,0,0,1,0,30,0,0,2,1,1
810008006,18?_11???_MD??2?,3,1,50,42567714,1,1,1,1,0,140,150,140,150,250,-800,1727,0,90000000,0,0,612,2395,2789,50,50,50,50,1625,750,4,2,180,180,0,0,20,20,100,200,100,200,14520,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,1000,1600,30,81005382,0,0,0,10854,1,0,0,0,1,0,30,0,0,2,1,1
810008007,18?_11???_MD??3?,3,1,50,42567714,1,1,1,1,0,140,150,140,150,250,-800,1727,0,90000000,0,0,612,2395,2789,50,50,50,50,1625,750,4,2,180,180,0,0,20,20,100,200,100,200,14520,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,1000,1600,30,81005382,0,0,0,10855,1,0,0,0,1,0,30,0,0,2,1,1
810008008,18?_11???_MD??,0,1,2,2,1,1,1,1,0,140,150,140,150,0,-800,1727,0,176,0,0,612,2395,2789,50,50,50,50,1625,750,4,2,180,180,0,0,20,20,100,200,100,200,14520,0,0,100,100,0,232,0,0,11880,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810008009,??? ???,3,1,100,15300,1,1,1,1,0,95,105,95,105,500,-200,3,0,90000000,0,0,5,6,9,50,50,50,0,1,1,2,3,1000,1000,0,0,20,20,30,200,30,200,60,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810008010,??? ?? ???,3,1,100,15300,1,1,1,1,0,95,105,95,105,500,-200,3,0,90000000,0,0,5,6,9,50,50,50,0,1,1,2,3,1000,1000,0,0,20,20,30,200,30,200,60,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810008011,??? ??? ???,3,1,100,15300,1,1,1,1,0,95,105,95,105,500,-200,3,0,90000000,0,0,5,6,9,50,50,50,0,1,1,2,3,1000,1000,0,0,20,20,30,200,30,200,60,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810008012,???? - NPC,3,259,47301404050,1,7271,7271,7271,205700,35,500,550,500,550,0,0,5244,0,35000,60,60,624,4835,5654,50,50,50,0,1560,720,2,3,184,184,0,0,20,20,100,200,100,200,35000,0,0,100,100,0,35000,0,0,35000,0,0,0,0,350,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810008013,???? ??? ?? ??,0,259,1,1,7271,7271,7271,205700,35,500,550,500,550,0,0,5244,15000,35000,60,60,624,4835,5654,50,50,50,0,1560,720,2,3,184,184,0,0,20,20,100,200,100,200,35000,0,0,100,100,15000,35000,0,0,35000,0,0,0,0,350,300,300,300,300,1600,30,0,0,0,0,0,1,0,40,40,0,0,30,0,0,1,0,1
810008014,???? ??3 ??? ???,0,259,1,1,9398,9398,9398,242000,50,700,750,700,750,400,0,6039,15000,150000,60,60,1365,5568,6510,100,100,50,0,3250,1500,2,3,402,402,190,190,20,20,100,200,100,200,150000,0,0,100,100,10000,150000,0,0,150000,0,0,0,0,550,1000,1000,1000,1000,1600,30,0,0,0,0,0,1,0,40,40,0,0,30,0,0,1,0,1
810008015,???? ??4 ??? ??,0,259,1,1,9398,9398,9398,242000,50,700,750,700,750,400,0,6039,15000,150000,60,60,1365,5568,6510,100,100,50,0,3250,1500,2,3,402,402,190,190,20,20,100,200,100,200,150000,0,0,100,100,10000,150000,0,0,150000,0,0,0,0,550,1000,1000,1000,1000,1600,30,0,0,0,0,0,1,0,40,40,0,0,30,0,0,1,0,1
810008016,???? ??5 ???,0,259,1,1,9398,9398,9398,242000,50,700,750,700,750,400,0,6039,10000,150000,60,60,1365,5568,6510,100,100,50,0,3250,1500,2,3,402,402,190,190,20,20,100,200,100,200,150000,0,0,100,100,10000,150000,0,0,150000,0,0,0,0,550,1000,1000,1000,1000,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810008017,? ????1,3,259,1,1,7271,7271,7271,205700,35,500,550,500,550,0,-800,5244,0,35000,60,60,624,4835,5654,50,50,50,0,1560,720,2,3,184,184,0,0,20,20,100,200,100,200,35000,0,0,100,100,0,35000,0,0,35000,0,0,0,0,350,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,1,1
810008018,? ????2,3,259,1,1,7271,7271,7271,205700,35,500,550,500,550,0,-800,5244,0,35000,60,60,624,4835,5654,50,50,50,0,1560,720,2,3,184,184,0,0,20,20,100,200,100,200,35000,0,0,100,100,0,35000,0,0,35000,0,0,0,0,350,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,1,1
810008019,18 4Q ??? ?? ?? ??,3,1,10,23667714,1,1,1,1,0,140,150,220,240,250,-800,1727,0,90000000,0,0,612,2395,2789,50,50,50,50,1625,750,4,2,180,180,0,0,20,20,100,200,100,200,14520,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,1000,1600,30,44000049,44000049,44000049,44000049,0,1,0,0,0,1,0,30,0,0,1,1,1
810008020,18 4Q ??? ???,30,1,29997,29997,5000,5000,5000,50000,0,300,400,300,400,0,0,1665,0,10000,0,0,576,2204,2578,50,50,50,0,1560,720,2,3,200,200,0,0,20,20,100,200,100,200,3555,0,0,100,100,0,227,0,0,3055,0,0,0,0,30,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810008021,18 4Q ??? ???,16,1,3,3,1,1,1,1,0,95,105,95,105,250,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,300,300,0,0,30,0,0,1,0,1
810008022,18 4Q ??? ??? ?? 1 (????),0,1,3,3,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810008023,18 4Q ??? ?? ??,3,1,0,0,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810008024,18 4Q ??? ?? ?? ???,3,1,50,23667714,1,1,1,1,0,140,150,220,240,250,-800,1727,0,90000000,0,0,612,2395,2789,50,50,50,50,1625,750,4,2,180,180,0,0,20,20,100,200,100,200,14520,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,1000,1600,30,81005382,81005348,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810008025,18 4Q ?? 3? ? ???? ??? ?? ?,30,1,3,3,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810008026,18 4Q ?? 1? 30? ? ?? ??? ?? ?,18,1,3,3,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,10858,1,0,900,900,0,0,30,0,0,1,0,1
810008027,18 4Q ??? ??? ?? 2 (????),0,1,3,3,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810008028,18 4Q ??? ??? ?? 3 (???? 3?),0,1,3,3,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810008029,18 4Q ??? ???? ?? ?,18,1,20,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,14501531,14501531,14501531,14501531,0,1,0,0,0,1,0,30,0,0,1,0,1
810008030,18 4Q ??? ??? ?? 4 (???? 1?),0,1,3,3,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810008031,18 4Q ??? ??? ?? 5 (NPC?? 1),0,1,3,3,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810008032,18 4Q ??? ??? ?? 6 (NPC?? 2),0,1,3,3,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810008033,18 4Q ??? ??? ?? 7 (NPC?? 3),0,1,3,3,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810008034,?? ??,3,1,1,1,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810008035,?? ?? ?? ?? ??,0,250,1,29997,1,1,1,1,0,95,105,95,105,0,0,10,40,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
810008036,???? ?? ???,0,1,1,1,1,1,1,1,50,400,450,400,450,0,0,2437,0,40000,80,80,564,2084,2437,50,50,50,50,1560,720,4,2,200,200,110,110,20,20,100,200,100,200,100000,0,0,100,100,0,40000,0,0,100000,0,0,0,0,0,1000,1000,1000,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
810008037,18 4Q ?? ? ??,18,1,3,9,1,1,1,4500,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,50,100,100,4,2,1,1,0,0,20,20,30,200,30,200,11484,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,44000070,44000070,44000070,44000070,10857,1,0,0,0,0,0,30,0,0,1,0,1
810008038,????? ????,8,1,3600,3600,1,1,1,1,0,95,105,95,105,0,-800,1,0,139,0,0,292,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2880,0,0,100,100,0,182,0,0,2850,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,10,10,3,0,0,0,0,1,0,0
810008039,2018 4Q ??? ??? ?? 8 (????),0,1,3,3,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810008040,???? ???? FX ??,0,1,3,3,1,1,1,1,0,95,105,95,105,0,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
810008041,???? ????? ?,8,1,3600,3600,1,1,1,1,0,95,105,95,105,0,-800,1,0,139,0,0,292,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2880,0,0,100,100,0,182,0,0,2850,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,9,9,3,0,0,0,0,1,0,0
810008046,???? ??? ???? ??,3,259,15422081118.5,1,7271,7271,7271,205700,50,350,385,350,385,350,-800,5244,10000,150000,60,60,624,4835,5654,50,50,50,0,1560,720,2,3,184,184,190,190,20,20,100,200,100,200,150000,0,0,100,100,10000,150000,0,0,150000,0,0,0,0,500,1000,1000,1000,1000,1600,30,81005382,0,0,0,10859,1,0,0,0,1,0,30,0,0,2,1,1
810008042,???? ?? ?? 1 ??? ? ??,0,259,29997,29997,60000,60000,60000,60000,0,1200,1200,1200,1200,0,0,10000,0,10000,100,100,576,10000,10000,50,50,50,0,1560,720,2,3,200,200,0,0,20,20,100,200,100,200,3555,0,0,100,100,0,227,0,0,3055,0,0,0,0,30,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,100,0,0,1,0,1
810008043,???? ?? ?? 2 ???,0,259,29997,29997,60000,60000,60000,60000,0,1200,1200,1200,1200,0,0,10000,0,10000,100,100,576,10000,10000,50,50,50,0,1560,720,2,3,200,200,0,0,20,20,100,200,100,200,3555,0,0,100,100,0,227,0,0,3055,0,0,0,0,30,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,100,0,0,1,0,1
810008044,???? ?? ?? 3 ???,0,259,29997,29997,60000,60000,60000,60000,0,1200,1200,1200,1200,0,0,10000,0,10000,100,100,576,10000,10000,50,50,50,0,1560,720,2,3,200,200,0,0,20,20,100,200,100,200,3555,0,0,100,100,0,227,0,0,3055,0,0,0,0,30,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,100,0,0,1,0,1
810008045,???? ?? ?? 4 ??,0,259,29997,29997,60000,60000,60000,60000,0,1200,1200,1200,1200,0,0,10000,0,10000,100,100,576,10000,10000,50,50,50,0,1560,720,2,3,200,200,0,0,20,20,100,200,100,200,3555,0,0,100,100,0,227,0,0,3055,0,0,0,0,30,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,100,0,0,1,0,1
810008047,??? ?? ???,0,259,29997,29997,30000,30000,30000,30000,0,600,600,600,600,0,0,10000,0,10000,100,100,576,10000,10000,50,50,50,0,1560,720,2,3,200,200,0,0,20,20,100,200,100,200,3555,0,0,100,100,0,227,0,0,3055,0,0,0,0,30,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,100,0,0,1,0,1
810008053,??? ??? ?? - ??? ??,3,259,3642208111.5,1,7998,7998,7998,226270,50,350,385,350,385,350,-250,5244,3000,90000,60,60,624,5318,6219,50,50,50,0,1560,720,2,3,184,184,165,165,20,20,100,200,100,200,90000,0,0,100,100,3000,90000,0,0,90000,0,0,0,0,350,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810008054,???? ??? ?? - ??? ??,3,259,3642208111.5,1,7998,7998,7998,226270,50,350,385,350,385,350,-250,5244,3000,90000,60,60,624,5318,6219,50,50,50,0,1560,720,2,3,184,184,165,165,20,20,100,200,100,200,90000,0,0,100,100,3000,90000,0,0,90000,0,0,0,0,350,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810008055,???? ?? ??? ??,0,1,1,1,1,1,1,1,50,400,450,400,450,0,0,2437,0,40000,80,80,564,2084,2437,50,50,50,50,1560,720,4,2,200,200,110,110,20,20,100,200,100,200,100000,0,0,100,100,0,40000,0,0,100000,0,0,0,0,0,1000,1000,1000,0,1600,30,0,0,0,0,0,1,0,10,10,0,0,0,0,0,1,0,1
810008056,???? ?? ?? ??,18,1,1,1,1,1,1,1,50,400,450,400,450,0,0,2437,0,40000,80,80,564,2084,2437,50,50,50,50,1,720,4,2,200,200,110,110,20,20,100,200,100,200,100000,0,0,100,100,0,40000,0,0,100000,0,0,0,0,0,1000,1000,1000,0,1600,30,81005297,0,0,0,10860,1,0,0,0,0,0,0,0,0,1,0,1
810008057,????? ?? ?? - ?????,3,259,3514355209.4,1,10253,10253,10253,209000,50,350,560,350,560,500,-200,5032,5000,90000,60,60,636,4640,5425,50,50,50,0,1560,720,2,3,187,187,185,185,20,20,100,200,100,200,90000,0,0,100,100,5000,90000,0,0,90000,0,0,0,0,450,300,300,300,300,1600,30,81002696,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810008058,??? ?? ?? - ?????,3,259,3514355209.4,1,10253,10253,10253,209000,50,350,560,350,560,500,-200,5032,5000,90000,60,60,636,4640,5425,50,50,50,0,1560,720,2,3,187,187,185,185,20,20,100,200,100,200,90000,0,0,100,100,5000,90000,0,0,90000,0,0,0,0,450,300,300,300,300,1600,30,81002696,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810008059,??? ?? ?? - ?????,3,259,3514355209.4,1,10253,10253,10253,209000,50,350,560,350,560,500,-200,5032,5000,90000,60,60,636,4640,5425,50,50,50,0,1560,720,2,3,187,187,185,185,20,20,100,200,100,200,90000,0,0,100,100,5000,90000,0,0,90000,0,0,0,0,450,300,300,300,300,1600,30,81002696,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810008060,?????? - ?????,3,259,4392944012.1,1,9227,9227,9227,209000,50,350,560,350,560,100,-800,5032,5000,150000,60,60,636,4640,5425,50,50,50,0,1560,720,2,3,187,187,185,185,20,20,100,200,100,200,120000,0,0,100,100,5000,120000,0,0,120000,0,0,0,0,450,300,300,300,300,1600,30,81005348,0,0,0,10861,1,0,0,0,1,0,30,0,0,1,1,1
810008061,? ?? ????,3,259,3514355209.4,1,10253,10253,10253,209000,50,350,560,350,560,500,-200,5032,5000,90000,60,60,636,4640,5425,50,50,50,0,1560,720,2,3,187,187,185,185,20,20,100,200,100,200,90000,0,0,100,100,5000,90000,0,0,90000,0,0,0,0,450,300,300,300,300,1600,30,81005348,81002696,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810008062,???? ?? ???,0,1,1,1,1,1,1,1,50,400,450,400,450,0,0,2437,0,40000,80,80,564,2084,2437,50,50,50,50,1560,720,4,2,200,200,110,110,20,20,100,200,100,200,100000,0,0,100,100,0,40000,0,0,100000,0,0,0,0,0,1000,1000,1000,0,1600,30,0,0,0,0,0,1,0,10,10,0,0,0,0,0,1,0,1
810008063,?? ?? ?? ?? 6 - 18? 4Q 2? ???,3,100,1000,30,1,1,1,1,0,95,105,95,105,0,0,806,0,90000000,0,0,277,870,1067,50,50,50,50,0,450,4,2,81,81,-400,-400,20,20,91,200,91,200,9999999,0,0,100,100,0,20000000,0,0,9999999,0,0,0,0,0,0,0,0,0,1600,30,43006901,43006902,43006903,0,10863,1,0,0,0,1,0,30,0,0,2,1,1
810008064,?? ?? ?? ?? 7 - 18? 4Q 2? ???,3,100,1000,30,1,1,1,1,0,95,105,95,105,0,0,806,0,90000000,0,0,277,870,1067,50,50,50,50,0,450,4,2,81,81,-400,-400,20,20,91,200,91,200,9999999,0,0,100,100,0,20000000,0,0,9999999,0,0,0,0,0,0,0,0,0,1600,30,43006901,43006902,43006903,0,10699,1,0,0,0,1,0,30,0,0,2,1,1
810008065,??? ??,0,1,1,1,1,1,1,1,50,400,450,400,450,0,0,2437,0,40000,80,80,564,2084,2437,50,50,50,50,1560,720,4,2,200,200,110,110,20,20,100,200,100,200,100000,0,0,100,100,0,40000,0,0,100000,0,0,0,0,0,1000,1000,1000,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
810008073,19_2? ?? ???,18,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,14510151,14510151,14510151,14510151,0,1,0,0,0,0,0,30,0,0,1,0,1
810008074,19?_2????_???? ?? ???,3,1,1,600000,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810008075,19?_2????_???? ?? ??,3,1,1,1,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810008076,19?_2?_??_??1 ???,3,1,10,23667714,1,1,1,1,0,140,150,220,240,250,-800,1727,0,90000000,0,0,612,2395,2789,50,50,50,50,1625,750,4,2,180,180,0,0,20,20,100,200,100,200,14520,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,1000,1600,30,44000049,44000049,44000049,44000049,0,1,0,0,0,1,0,30,0,0,1,1,1
810008077,19?_2?_??_??2 ???,3,1,10,23667714,1,1,1,1,0,140,150,220,240,250,-800,1727,0,90000000,0,0,612,2395,2789,50,50,50,50,1625,750,4,2,180,180,0,0,20,20,100,200,100,200,14520,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,1000,1600,30,44000049,44000049,44000049,44000049,0,1,0,0,0,1,0,30,0,0,1,1,1
810008078,19?_2?_??_??3 ???,3,1,10,23667714,1,1,1,1,0,140,150,220,240,250,-800,1727,0,90000000,0,0,612,2395,2789,50,50,50,50,1625,750,4,2,180,180,0,0,20,20,100,200,100,200,14520,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,1000,1600,30,44000049,44000049,44000049,44000049,0,1,0,0,0,1,0,30,0,0,1,1,1
810008079,19?_2?_??_??4 ???,3,1,10,23667714,1,1,1,1,0,140,150,220,240,250,-800,1727,0,90000000,0,0,612,2395,2789,50,50,50,50,1625,750,4,2,180,180,0,0,20,20,100,200,100,200,14520,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,1000,1600,30,44000049,44000049,44000049,44000049,0,1,0,0,0,1,0,30,0,0,1,1,1
810008081,??? ???,3,259,750899853.01,1,4270,4270,4270,35537,20,400,410,400,410,300,0,2112,0,10000,40,40,633,3268,3825,50,50,50,0,1560,720,2,3,186,186,0,0,20,20,100,200,100,200,10000,0,0,100,100,0,10000,0,0,10000,0,0,0,0,200,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810008082,???? ??,3,259,750899853,1,4270,4270,4270,35537,20,400,410,400,410,300,0,2112,0,10000,40,40,633,3268,3825,50,50,50,0,1560,720,2,3,186,186,0,0,20,20,100,200,100,200,10000,0,0,100,100,0,10000,0,0,10000,0,0,0,0,200,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810008083,?? ???,3,259,750899853,1,4270,4270,4270,35537,20,400,410,400,410,300,0,2112,0,10000,40,40,633,3268,3825,50,50,50,0,1560,720,2,3,186,186,0,0,20,20,100,200,100,200,10000,0,0,100,100,0,10000,0,0,10000,0,0,0,0,200,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
