ID,_Type,_Damage,_KnockBack_Delay,_KnockBack_X,_KnockBack_Time,_Speed_Y,_MotionType
2310,301030,3,0,0,0,0,0
2311,301030,20,0,180,1,0,18
2312,301030,100,0,220,1,0,19
2313,301100,2,0,0,0,0,0
2314,301100,15,0,130,2,0,18
2315,301100,50,0,195,2,0,18
2316,301100,100,0,260,2,0,18
2317,301101,5,0,0,0,0,0
2318,301101,15,0,130,2,0,18
2319,301101,50,0,195,2,0,18
2320,301101,100,0,260,2,0,18
2321,301199,100,0,90,1,0,18
2322,301200,100,0,0,0,0,18
2323,301210,100,0,0,0,0,0
2324,301220,100,0,200,1,-950,18
2325,302001,2,0,0,0,0,0
2326,302001,15,0,180,2,0,18
2327,302001,50,0,270,2,0,18
2328,302001,100,0,360,2,0,19
2329,302002,2,0,0,0,0,0
2330,302002,15,0,180,2,0,18
2331,302002,50,0,270,2,0,18
2332,302002,100,0,360,2,0,19
2333,302003,5,0,0,0,0,0
2334,302003,25,0,180,2,0,31
2335,302003,30,0,270,2,0,18
2336,302003,100,0,360,2,0,19
2337,302004,2,0,0,0,0,0
2338,302004,100,0,250,1,-600,28
2339,302005,5,0,0,0,0,0
2340,302005,15,0,180,1,0,18
2341,302005,100,0,250,1,-600,28
2342,302010,15,0,0,0,0,16
2343,302010,30,0,0,0,0,17
2344,302010,100,0,220,1,0,19
2345,302020,5,0,0,0,0,0
2346,302020,15,0,180,2,0,18
2347,302020,50,0,270,2,0,18
2348,302020,100,0,360,2,0,19
2349,302021,50,0,0,0,0,0
2350,302021,100,0,180,1,0,18
2351,302030,3,0,0,0,0,0
2352,302030,20,0,180,1,0,18
2353,302030,100,0,220,1,0,19
2354,302100,2,0,0,0,0,0
2355,302100,15,0,180,2,0,18
2356,302100,50,0,270,2,0,18
2357,302100,100,0,360,2,0,18
2358,302101,5,0,0,0,0,0
2359,302101,15,0,180,2,0,18
2360,302101,50,0,270,2,0,18
2361,302101,100,0,360,2,0,18
2362,302199,100,0,90,1,0,18
2363,302200,100,0,0,0,0,18
2364,302210,100,0,0,0,0,0
2365,302220,100,0,200,1,-950,18
2366,303001,3,0,0,0,0,0
2367,303001,16,0,220,2,0,18
2368,303001,50,0,330,2,0,18
2369,303001,100,0,440,2,0,19
2370,303002,3,0,0,0,0,0
2371,303002,16,0,220,2,0,18
2372,303002,50,0,330,2,0,18
2373,303002,100,0,440,2,0,19
2374,303003,5,0,0,0,0,0
2375,303003,25,0,220,2,0,31
2376,303003,30,0,330,2,0,18
2377,303003,100,0,440,2,0,19
2378,303004,2,0,0,0,0,0
2379,303004,100,0,250,1,-600,28
2380,303005,5,0,0,0,0,0
2381,303005,15,0,180,1,0,18
2382,303005,100,0,250,1,-600,28
2383,303010,15,0,0,0,0,16
2384,303010,30,0,0,0,0,17
2385,303010,100,0,220,1,0,19
2386,303020,5,0,0,0,0,0
2387,303020,16,0,220,2,0,18
2388,303020,50,0,330,2,0,18
2389,303020,100,0,440,2,0,19
2390,303021,50,0,0,0,0,0
2391,303021,100,0,180,1,0,18
2392,303030,3,0,0,0,0,0
2393,303030,20,0,180,1,0,18
2394,303030,100,0,220,1,0,19
2395,303100,3,0,0,0,0,0
2396,303100,16,0,220,2,0,18
2397,303100,50,0,330,2,0,18
2398,303100,100,0,440,2,0,18
2399,303101,5,0,0,0,0,0
2400,303101,16,0,220,2,0,18
2401,303101,50,0,330,2,0,18
2402,303101,100,0,440,2,0,18
2403,303199,100,0,90,1,0,18
2404,303200,100,0,0,0,0,18
2405,303210,100,0,0,0,0,0
2406,303220,100,0,200,1,-950,18
2407,304001,3,0,0,0,0,0
2408,304001,16,0,260,2,0,18
2409,304001,50,0,390,2,0,18
2410,304001,100,0,520,2,0,19
2411,304002,3,0,0,0,0,0
2412,304002,16,0,260,2,0,18
2413,304002,50,0,390,2,0,18
2414,304002,100,0,520,2,0,19
2415,304003,5,0,0,0,0,0
2416,304003,25,0,260,2,0,31
2417,304003,30,0,390,2,0,18
2418,304003,100,0,520,2,0,19
2419,304004,2,0,0,0,0,0
2420,304004,100,0,250,1,-600,28
2421,304005,5,0,0,0,0,0
2422,304005,15,0,180,1,0,18
2423,304005,100,0,250,1,-600,28
2424,304010,15,0,0,0,0,16
2425,304010,30,0,0,0,0,17
2426,304010,100,0,220,1,0,19
2427,304020,5,0,0,0,0,0
2428,304020,16,0,260,2,0,18
2429,304020,50,0,390,2,0,18
2430,304020,100,0,520,2,0,19
2431,304021,50,0,0,0,0,0
2432,304021,100,0,180,1,0,18
2433,304030,3,0,0,0,0,0
2434,304030,20,0,180,1,0,18
2435,304030,100,0,220,1,0,19
2436,304100,3,0,0,0,0,0
2437,304100,16,0,260,2,0,18
2438,304100,50,0,390,2,0,18
2439,304100,100,0,520,2,0,18
2440,304101,5,0,0,0,0,0
2441,304101,16,0,260,2,0,18
2442,304101,50,0,390,2,0,18
2443,304101,100,0,520,2,0,18
2444,304199,100,0,90,1,0,18
2445,304200,100,0,0,0,0,18
2446,304210,100,0,0,0,0,0
2447,304220,100,0,200,1,-950,18
2448,305001,3,0,0,0,0,0
2449,305001,16,0,300,2,0,18
2450,305001,50,0,450,2,0,18
2451,305001,100,0,600,2,0,19
2452,305002,3,0,0,0,0,0
2453,305002,16,0,300,2,0,18
2454,305002,50,0,450,2,0,18
2455,305002,100,0,600,2,0,19
2456,305003,5,0,0,0,0,0
2457,305003,25,0,300,2,0,31
2458,305003,30,0,450,2,0,18
2459,305003,100,0,600,2,0,19
2460,305004,2,0,0,0,0,0
2461,305004,100,0,250,1,-600,28
2462,305005,5,0,0,0,0,0
2463,305005,15,0,180,1,0,18
2464,305005,100,0,250,1,-600,28
2465,305010,15,0,0,0,0,16
2466,305010,30,0,0,0,0,17
2467,305010,100,0,220,1,0,19
2468,305020,5,0,0,0,0,0
2469,305020,16,0,300,2,0,18
2470,305020,50,0,450,2,0,18
2471,305020,100,0,600,2,0,19
2472,305021,50,0,0,0,0,0
2473,305021,100,0,180,1,0,18
2474,305030,3,0,0,0,0,0
2475,305030,20,0,180,1,0,18
2476,305030,100,0,220,1,0,19
2477,305100,3,0,0,0,0,0
2478,305100,16,0,300,2,0,18
2479,305100,50,0,450,2,0,18
2480,305100,100,0,600,2,0,18
2481,305101,5,0,0,0,0,0
2482,305101,16,0,300,2,0,18
2483,305101,50,0,450,2,0,18
2484,305101,100,0,600,2,0,18
2485,305199,100,0,90,1,0,18
2486,305200,100,0,0,0,0,18
2487,305210,100,0,0,0,0,0
2488,305220,100,0,200,1,-950,18
2489,306001,4,0,0,0,0,0
2490,306001,17,0,330,2,0,18
2491,306001,50,0,495,2,0,18
2492,306001,100,0,660,2,0,19
2493,306002,4,0,0,0,0,0
2494,306002,16,0,330,2,0,18
2495,306002,50,0,495,2,0,18
2496,306002,100,0,660,2,0,19
2497,306003,5,0,0,0,0,0
2498,306003,25,0,330,2,0,31
2499,306003,30,0,495,2,0,18
2500,306003,100,0,660,2,0,19
2501,306004,2,0,0,0,0,0
2502,306004,100,0,250,1,-600,28
2503,306005,5,0,0,0,0,0
2504,306005,15,0,180,1,0,18
2505,306005,100,0,250,1,-600,28
2506,306010,15,0,0,0,0,16
2507,306010,30,0,0,0,0,17
2508,306010,100,0,220,1,0,19
2509,306020,5,0,0,0,0,0
2510,306020,17,0,330,2,0,18
2511,306020,50,0,495,2,0,18
2512,306020,100,0,660,2,0,19
2513,306021,50,0,0,0,0,0
2514,306021,100,0,180,1,0,18
2515,306030,3,0,0,0,0,0
2516,306030,20,0,180,1,0,18
2517,306030,100,0,220,1,0,19
2518,306100,4,0,0,0,0,0
2519,306100,17,0,330,2,0,18
2520,306100,50,0,495,2,0,18
2521,306100,100,0,660,2,0,18
2522,306101,5,0,0,0,0,0
2523,306101,17,0,330,2,0,18
2524,306101,50,0,495,2,0,18
2525,306101,100,0,660,2,0,18
2526,306199,100,0,90,1,0,18
2527,306200,100,0,0,0,0,18
2528,306210,100,0,0,0,0,0
2529,306220,100,0,200,1,-950,18
2530,307001,4,0,0,0,0,0
2531,307001,17,0,360,2,0,18
2532,307001,50,0,540,2,0,18
2533,307001,100,0,720,2,0,19
2534,307002,4,0,0,0,0,0
2535,307002,16,0,360,2,0,18
2536,307002,50,0,540,2,0,18
2537,307002,100,0,720,2,0,19
2538,307003,5,0,0,0,0,0
2539,307003,25,0,360,2,0,31
2540,307003,30,0,540,2,0,18
2541,307003,100,0,720,2,0,19
2542,307004,2,0,0,0,0,0
2543,307004,100,0,250,1,-600,28
2544,307005,5,0,0,0,0,0
2545,307005,15,0,180,1,0,18
2546,307005,100,0,250,1,-600,28
2547,307010,15,0,0,0,0,16
2548,307010,30,0,0,0,0,17
2549,307010,100,0,220,1,0,19
2550,307020,5,0,0,0,0,0
2551,307020,17,0,360,2,0,18
2552,307020,50,0,540,2,0,18
2553,307020,100,0,720,2,0,19
2554,307021,50,0,0,0,0,0
2555,307021,100,0,180,1,0,18
2556,307030,3,0,0,0,0,0
2557,307030,20,0,180,1,0,18
2558,307030,100,0,220,1,0,19
2559,307100,4,0,0,0,0,0
2560,307100,17,0,360,2,0,18
2561,307100,50,0,540,2,0,18
2562,307100,100,0,720,2,0,18
2563,307101,5,0,0,0,0,0
2564,307101,17,0,360,2,0,18
2565,307101,50,0,540,2,0,18
2566,307101,100,0,720,2,0,18
2567,307199,100,0,90,1,0,18
2568,307200,100,0,0,0,0,18
2569,307210,100,0,0,0,0,0
2570,307220,100,0,200,1,-950,18
2571,308001,4,0,0,0,0,0
2572,308001,17,0,380,2,0,18
2573,308001,50,0,570,2,0,18
2574,308001,100,0,760,2,0,19
2575,308002,4,0,0,0,0,0
2576,308002,16,0,380,2,0,18
2577,308002,50,0,570,2,0,18
2578,308002,100,0,760,2,0,19
2579,308003,5,0,0,0,0,0
2580,308003,25,0,380,2,0,31
2581,308003,30,0,570,2,0,18
2582,308003,100,0,760,2,0,19
2583,308004,2,0,0,0,0,0
2584,308004,100,0,250,1,-600,28
2585,308005,5,0,0,0,0,0
2586,308005,15,0,180,1,0,18
2587,308005,100,0,250,1,-600,28
2588,308010,15,0,0,0,0,16
2589,308010,30,0,0,0,0,17
2590,308010,100,0,220,1,0,19
2591,308020,5,0,0,0,0,0
2592,308020,17,0,380,2,0,18
2593,308020,50,0,570,2,0,18
2594,308020,100,0,760,2,0,19
2595,308021,50,0,0,0,0,0
2596,308021,100,0,180,1,0,18
2597,308030,3,0,0,0,0,0
2598,308030,20,0,180,1,0,18
2599,308030,100,0,220,1,0,19
2600,308100,4,0,0,0,0,0
2601,308100,17,0,380,2,0,18
2602,308100,50,0,570,2,0,18
2603,308100,100,0,760,2,0,18
2604,308101,5,0,0,0,0,0
2605,308101,17,0,380,2,0,18
2606,308101,50,0,570,2,0,18
2607,308101,100,0,760,2,0,18
2608,308199,100,0,90,1,0,18
2609,308200,100,0,0,0,0,18
2610,308210,100,0,0,0,0,0
2611,308220,100,0,200,1,-950,18
2612,309001,4,0,0,0,0,0
2613,309001,17,0,380,2,0,18
2614,309001,50,0,570,2,0,18
2615,309001,100,0,760,2,0,19
2616,309002,4,0,0,0,0,0
2617,309002,16,0,380,2,0,18
2618,309002,50,0,570,2,0,18
2619,309002,100,0,760,2,0,19
2620,309003,5,0,0,0,0,0
2621,309003,25,0,380,2,0,31
2622,309003,30,0,570,2,0,18
2623,309003,100,0,760,2,0,19
2624,309004,50,0,0,0,0,0
2625,309004,100,0,380,1,0,28
2626,309005,5,0,0,0,0,0
2627,309005,50,0,180,1,0,18
2628,309005,100,0,250,1,0,28
2629,309010,15,0,0,0,0,16
2630,309010,30,0,0,0,0,17
2631,309010,100,0,220,1,0,19
2632,309020,5,0,0,0,0,0
2633,309020,17,0,380,2,0,18
2634,309020,50,0,570,2,0,18
2635,309020,100,0,760,2,0,19
2636,309021,50,0,0,0,0,0
2637,309021,100,0,180,1,0,18
2638,309030,3,0,0,0,0,0
2639,309030,20,0,180,1,0,18
2640,309030,100,0,220,1,0,19
2641,309100,4,0,0,0,0,0
2642,309100,17,0,380,2,0,18
2643,309100,50,0,570,2,0,18
2644,309100,100,0,760,2,0,18
2645,309101,5,0,0,0,0,0
2646,309101,17,0,380,2,0,18
2647,309101,50,0,570,2,0,18
2648,309101,100,0,760,2,0,18
2649,309199,100,0,90,1,0,18
2650,309200,100,0,0,0,0,18
2651,309210,100,0,0,0,0,0
2652,309220,100,0,200,1,-950,18
2653,310001,100,0,1200,1,-1300,18
2654,310002,100,0,1200,1,-1300,18
2655,310003,100,0,0,0,0,0
2656,310004,100,0,1200,0,-1300,18
2657,310005,100,0,1200,1,-1300,18
2658,310010,100,0,1200,0,-1300,18
2659,310020,100,0,1200,0,-1300,18
2660,310021,100,0,1200,0,-1300,18
2661,310030,100,0,1200,1,-900,0
2662,310199,100,0,90,1,0,18
2663,311001,100,0,50,2,-700,18
2664,311002,100,0,50,2,-700,18
2665,311003,100,0,50,0,-700,18
2666,311004,100,0,50,2,-700,18
2667,311005,100,0,50,2,-700,18
2668,311010,100,0,50,2,-700,18
2669,311020,100,0,50,2,-700,18
2670,311021,100,0,50,2,-700,18
2671,311030,100,0,50,2,-700,18
2672,311199,100,0,0,2,-700,18
2673,312001,2,0,0,0,0,0
2674,312001,15,0,1,8,0,18
2675,312001,50,0,1,8,0,18
2676,312001,100,0,1,8,0,19
2677,312002,2,0,0,0,0,0
2678,312002,15,0,1,8,0,18
2679,312002,50,0,1,8,0,18
2680,312002,100,0,1,8,0,19
2681,312003,5,0,0,0,0,0
2682,312003,25,0,80,1,0,31
2683,312003,30,0,1,8,0,18
2684,312003,100,0,1,8,0,19
2685,312004,2,0,0,0,0,0
2686,312004,100,0,250,1,-600,28
2687,312005,5,0,0,0,0,0
2688,312005,15,0,1,8,0,18
2689,312005,100,0,250,1,-600,28
2690,312010,15,0,0,0,0,16
2691,312010,30,0,0,0,0,17
2692,312010,100,0,1,8,0,19
2693,312020,5,0,0,0,0,0
2694,312020,15,0,1,8,0,18
2695,312020,50,0,1,8,0,18
2696,312020,100,0,1,8,0,19
2697,312021,50,0,0,0,0,0
2698,312021,100,0,1,8,0,18
2699,312030,3,0,0,0,0,0
2700,312030,20,0,1,8,0,18
2701,312030,100,0,1,8,0,19
2702,312100,100,0,1,8,0,18
2703,312101,100,0,1,8,0,18
2704,312199,100,0,90,1,0,18
2705,312200,100,0,0,0,0,18
2706,312210,100,0,0,0,0,0
2707,312220,100,0,200,1,-950,18
2708,313001,20,0,220,2,0,18
2709,313001,100,0,450,2,0,18
2710,313002,15,0,220,2,0,18
2711,313002,100,0,450,2,0,18
2712,313003,1,0,0,0,0,0
2713,313003,25,0,180,1,0,31
2714,313003,30,0,220,2,0,18
2715,313003,100,0,450,2,0,18
2716,313004,2,0,180,1,0,18
2717,313004,100,0,250,1,-600,28
2718,313005,1,0,0,0,0,0
2719,313005,15,0,220,2,0,18
2720,313005,100,0,250,1,-600,28
2721,313010,15,0,0,0,0,16
2722,313010,30,0,0,0,0,17
2723,313010,100,0,450,2,0,18
2724,313020,1,0,0,0,0,0
2725,313020,100,0,450,2,0,18
2726,313021,1,0,0,0,0,0
2727,313021,100,0,220,2,0,18
2728,313030,3,0,0,0,0,0
2729,313030,20,0,220,2,0,18
2730,313030,100,0,450,2,0,18
2731,313100,100,0,220,2,0,18
2732,313101,5,0,0,0,0,0
2733,313101,100,0,220,2,0,18
2734,313199,100,0,90,1,0,18
2735,313200,100,0,0,0,0,18
2736,313210,100,0,0,0,0,0
2737,313220,100,0,0,0,0,0
2738,314001,2,0,0,0,0,0
2739,314001,15,0,1,10,0,18
2740,314001,50,0,1,10,0,18
2741,314001,100,0,1,10,0,19
2742,314002,2,0,0,0,0,0
2743,314002,15,0,1,10,0,18
2744,314002,50,0,1,10,0,18
2745,314002,100,0,1,10,0,19
2746,314003,5,0,0,0,0,0
2747,314003,25,0,80,1,0,31
2748,314003,30,0,1,10,0,18
2749,314003,100,0,1,10,0,19
2750,314004,2,0,0,0,0,0
2751,314004,100,0,250,1,-600,28
2752,314005,5,0,0,0,0,0
2753,314005,15,0,1,10,0,18
2754,314005,100,0,250,1,-600,28
2755,314010,15,0,0,0,0,16
2756,314010,30,0,0,0,0,17
2757,314010,100,0,1,10,0,19
2758,314020,5,0,0,0,0,0
2759,314020,15,0,1,10,0,18
2760,314020,50,0,1,10,0,18
2761,314020,100,0,1,10,0,19
2762,314021,50,0,0,0,0,0
2763,314021,100,0,1,10,0,18
2764,314030,3,0,0,0,0,0
2765,314030,20,0,1,10,0,18
2766,314030,100,0,1,10,0,19
2767,314100,100,0,1,10,0,18
2768,314101,100,0,1,10,0,18
2769,314199,100,0,90,1,0,18
2770,314200,100,0,0,0,0,18
2771,314210,100,0,0,0,0,0
2772,314220,100,0,200,1,-950,18
2773,315001,100,0,300,1,0,18
2774,315002,100,0,300,1,0,18
2775,315003,100,0,0,0,0,0
2776,315004,100,0,300,1,0,18
2777,315005,100,0,300,1,0,18
2778,315010,100,0,300,1,0,18
2779,315020,100,0,300,1,0,18
2780,315021,100,0,300,1,0,18
2781,315030,100,0,300,1,0,18
2782,315100,100,0,300,1,0,18
2783,315101,100,0,300,1,0,18
2784,315199,100,0,300,1,0,18
2785,315200,100,0,300,1,0,18
2786,315210,100,0,300,1,0,18
2787,315220,100,0,-200,1,-950,18
2788,316001,100,0,400,1,0,18
2789,316002,100,0,400,1,0,18
2790,316003,100,0,0,0,0,0
2791,316004,100,0,400,1,0,18
2792,316005,100,0,400,1,0,18
2793,316010,100,0,400,1,0,18
2794,316020,100,0,400,1,0,18
2795,316021,100,0,400,1,0,18
2796,316030,100,0,400,1,0,18
2797,316100,100,0,400,1,0,18
2798,316101,100,0,400,1,0,18
2799,316199,100,0,400,1,0,18
2800,316200,100,0,400,1,0,18
2801,316210,100,0,400,1,0,18
2802,316220,100,0,-200,1,-950,18
2803,317001,100,0,600,1,0,18
2804,317002,100,0,600,1,0,18
2805,317003,100,0,0,0,0,0
2806,317004,100,0,600,1,0,18
2807,317005,100,0,600,1,0,18
2808,317010,100,0,600,1,0,18
2809,317020,100,0,600,1,0,18
2810,317021,100,0,600,1,0,18
2811,317030,100,0,600,1,0,18
2812,317100,100,0,600,1,0,18
2813,317101,100,0,600,1,0,18
2814,317199,100,0,600,1,0,18
2815,317200,100,0,600,1,0,18
2816,317210,100,0,600,1,0,18
2817,317220,100,0,-200,1,-950,18
2818,320001,100,0,1200,2,-700,18
2819,320002,100,0,1200,2,-700,18
2820,320003,100,0,0,0,0,0
2821,320004,100,0,1200,2,-700,18
2822,320005,100,0,1200,2,-700,18
2823,320010,100,0,1200,2,-700,18
2824,320020,100,0,1200,2,-700,18
2825,320021,100,0,1200,2,-700,18
2826,320030,100,0,1200,2,-700,18
2827,320199,100,0,0,2,-700,18
2828,1102001,100,0,1000,3,-660,18
2829,1102002,100,0,1000,3,-660,18
2830,1102003,100,0,1000,3,-660,18
2831,1102004,100,0,1000,3,-660,18
2832,1102005,100,0,1000,3,-660,18
2833,1102010,100,0,1000,3,-660,18
2834,1102020,100,0,1000,3,-660,18
2835,1102021,100,0,1000,3,-660,18
2836,1102030,100,0,1000,3,-660,18
2837,1102100,100,0,1000,3,-660,18
2838,1102101,100,0,1000,3,-660,18
2839,1102199,100,0,90,1,0,18
2840,1102200,100,0,1000,3,-660,18
2841,1102210,100,0,1000,3,-660,18
2842,1103001,100,0,400,3,-1100,18
2843,1103002,100,0,400,3,-1100,18
2844,1103003,100,0,400,3,-1100,18
2845,1103004,100,0,400,3,-1100,18
2846,1103005,100,0,400,3,-1100,18
2847,1103010,100,0,400,3,-1100,18
2848,1103020,100,0,400,3,-1100,18
2849,1103021,100,0,400,3,-1100,18
2850,1103030,100,0,400,3,-1100,18
2851,1103100,100,0,400,3,-1100,18
2852,1103101,100,0,400,3,-1100,18
2853,1103199,100,0,90,1,0,18
2854,1103200,100,0,400,3,-1100,18
2855,1103210,100,0,400,3,-1100,18
2856,1104001,100,0,1200,3,-660,18
2857,1104002,100,0,1200,3,-660,18
2858,1104003,100,0,1200,3,-660,18
2859,1104004,100,0,1200,3,-660,18
2860,1104005,100,0,1200,3,-660,18
2861,1104010,100,0,1200,3,-660,18
2862,1104020,100,0,1200,3,-660,18
2863,1104021,100,0,1200,3,-660,18
2864,1104030,100,0,1200,3,-660,18
2865,1104100,100,0,1200,3,-660,18
2866,1104101,100,0,1200,3,-660,18
2867,1104199,100,0,90,1,0,18
2868,1104200,100,0,1200,3,-660,18
2869,1104210,100,0,1200,3,-660,18
2870,723001,3,0,0,0,0,0
2871,723001,100,0,0,1,-350,18
2872,723002,3,0,0,0,0,0
2873,723002,100,0,0,1,-350,18
2874,723003,1,0,0,0,0,0
2875,723003,5,0,180,1,0,31
2876,723003,100,0,0,1,-350,18
2877,723004,2,0,0,0,0,0
2878,723004,100,0,50,1,-350,18
2879,723005,2,0,0,0,0,0
2880,723005,15,0,50,1,-350,18
2881,723005,100,0,250,1,-600,28
2882,723010,15,0,0,0,0,16
2883,723010,30,0,0,0,0,17
2884,723010,100,0,50,1,-350,18
2885,723020,5,0,0,0,0,0
2886,723020,100,0,50,1,-350,18
2887,723021,10,0,0,0,0,0
2888,723021,100,0,50,1,-350,18
2889,723030,3,0,0,0,0,0
2890,723030,100,0,50,1,-350,18
2891,723100,3,0,0,0,0,0
2892,723100,100,0,50,1,-350,18
2893,723101,5,0,0,0,0,0
2894,723101,100,0,50,1,-350,18
2895,723199,100,0,0,1,-350,18
2896,723200,100,0,0,0,0,18
2897,723210,100,0,0,0,0,0
2898,723220,100,0,200,1,-950,18
2899,724001,100,0,0,1,0,18
2900,724002,100,0,0,1,0,18
2901,724003,100,0,0,1,0,18
2902,724004,100,0,0,1,0,18
2903,724005,100,0,0,1,0,18
2904,724010,100,0,0,1,0,18
2905,724020,100,0,0,1,0,18
2906,724021,100,0,0,1,0,18
2907,724030,100,0,0,1,0,18
2908,724100,100,0,0,1,0,18
2909,724101,100,0,0,1,0,18
2910,724199,100,0,0,1,0,18
2911,724200,100,0,0,1,0,18
2912,724210,100,0,0,1,0,18
2913,724220,100,0,0,1,0,18
2914,224001,100,0,-250,1,-1800,18
2915,224002,100,0,-250,1,-1800,18
2916,224003,100,0,-250,1,-1800,18
2917,224004,100,0,-250,1,-1800,18
2918,224005,100,0,-250,1,-1800,18
2919,224010,100,0,-250,1,-1800,18
2920,224020,100,0,-250,1,-1800,18
2921,224021,100,0,-250,1,-1800,18
2922,224030,100,0,-250,1,-1800,18
2923,224100,100,0,-250,1,-1800,18
2924,224101,100,0,-250,1,-1800,18
2925,224199,100,0,-250,1,-1800,18
2926,224200,100,0,-250,1,-1800,18
2927,224210,100,0,-250,1,-1800,18
2928,224220,100,0,-250,1,-1800,18
2929,318001,100,0,800,4,0,18
2930,318002,100,0,800,4,0,18
2931,318003,100,0,800,4,0,18
2932,318004,100,0,800,4,0,18
2933,318005,100,0,800,4,0,18
2934,318010,100,0,800,4,0,18
2935,318020,100,0,800,4,0,18
2936,318021,100,0,800,4,0,18
2937,318030,100,0,800,4,0,18
2938,318100,100,0,800,4,0,18
2939,318101,100,0,800,4,0,18
2940,318199,100,0,800,4,0,18
2941,318200,100,0,800,4,0,18
2942,318210,100,0,800,4,0,18
2943,318220,100,0,-200,1,-950,18
2944,225001,100,0,-450,1,-1150,18
2945,225002,100,0,-450,1,-1150,18
2946,225003,100,0,-450,1,-1150,18
2947,225004,100,0,-450,1,-1150,18
2948,225005,100,0,-450,1,-1150,18
2949,225010,100,0,-450,1,-1150,18
2950,225020,100,0,-450,1,-1150,18
2951,225021,100,0,-450,1,-1150,18
2952,225030,100,0,-450,1,-1150,18
2953,225100,100,0,-450,1,-1150,18
2954,225101,100,0,-450,1,-1150,18
2955,225200,100,0,-450,1,-1150,18
2956,225210,100,0,-450,1,-1150,18
2957,225220,100,0,-450,1,-1150,18
2958,226001,100,0,0,1,-3000,18
2959,226002,100,0,0,1,-3000,18
2960,226003,100,0,0,1,-3000,18
2961,226004,100,0,0,1,-3000,18
2962,226005,100,0,0,1,-3000,18
2963,226010,100,0,0,1,-3000,18
2964,226020,100,0,0,1,-3000,18
2965,226021,100,0,0,1,-3000,18
2966,226030,100,0,0,1,-3000,18
2967,226100,100,0,0,1,-3000,18
2968,226101,100,0,0,1,-3000,18
2969,226200,100,0,0,1,-3000,18
2970,226210,100,0,0,1,-3000,18
2971,226220,100,0,0,1,-3000,18
2972,227001,100,0,-400,1,-500,18
2973,227002,100,0,-400,1,-500,18
2974,227003,100,0,-400,1,-500,18
2975,227004,100,0,-400,1,-500,18
2976,227005,100,0,-400,1,-500,18
2977,227010,100,0,-400,1,-500,18
2978,227020,100,0,-400,1,-500,18
2979,227021,100,0,-400,1,-500,18
2980,227030,100,0,-400,1,-500,18
2981,227199,100,0,0,1,-500,18
2982,228001,100,0,0,4,0,28
2983,228002,100,0,0,4,0,28
2984,228004,100,0,0,4,0,28
2985,228005,100,0,0,4,0,28
2986,228010,100,0,0,4,0,28
2987,228020,100,0,0,4,0,28
2988,228021,100,0,0,4,0,28
2989,228030,100,0,0,4,0,28
2990,228100,100,0,0,4,0,28
2991,228101,100,0,0,4,0,28
2992,228199,100,0,0,4,0,28
2993,229001,100,0,-300,1,-300,18
2994,229002,100,0,-300,1,-300,18
2995,229003,100,0,-300,1,-300,18
2996,229004,100,0,-300,1,-300,18
2997,229005,100,0,-300,1,-300,18
2998,229010,100,0,-300,1,-300,18
2999,229020,100,0,-300,1,-300,18
3000,229021,100,0,-300,1,-300,18
3001,229030,100,0,-300,1,-300,18
3002,229100,100,0,-300,1,-300,18
3003,229101,100,0,-300,1,-300,18
3004,229200,100,0,-300,1,-300,18
3005,229210,100,0,-300,1,-300,18
3006,229220,100,0,-300,1,-300,18
3007,725001,3,0,0,0,0,0
3008,725001,20,0,0,1,0,18
3009,725001,100,0,0,1,0,19
3010,725002,2,0,0,0,0,0
3011,725002,15,0,0,1,0,18
3012,725002,100,0,0,1,0,19
3013,725003,1,0,0,0,0,0
3014,725003,25,0,0,1,0,31
3015,725003,30,0,0,1,0,18
3016,725003,100,0,0,1,0,19
3017,725004,2,0,0,0,0,0
3018,725004,100,0,0,1,0,28
3019,725005,5,0,0,0,0,0
3020,725005,15,0,0,1,0,18
3021,725005,100,0,0,1,0,19
3022,725010,15,0,0,0,0,16
3023,725010,30,0,0,0,0,17
3024,725010,100,0,0,1,0,19
3025,725020,50,0,0,0,0,0
3026,725020,100,0,0,1,0,18
3027,725021,50,0,0,0,0,0
3028,725021,100,0,0,1,0,18
3029,725030,3,0,0,0,0,0
3030,725030,20,0,0,1,0,18
3031,725030,100,0,0,1,0,19
3032,725100,3,0,0,0,0,0
3033,725100,100,0,0,1,0,18
3034,725101,25,0,0,0,0,0
3035,725101,100,0,0,1,0,18
3036,725199,100,0,0,1,0,18
3037,725200,100,0,0,0,0,18
3038,725210,100,0,0,0,0,0
3039,725220,100,0,0,1,0,18
3040,726001,100,0,1000,2,0,18
3041,726002,100,0,1000,2,0,18
3042,726003,100,0,1000,2,0,18
3043,726004,100,0,1000,2,0,18
3044,726005,100,0,1000,2,0,18
3045,726010,100,0,1000,2,0,18
3046,726020,100,0,1000,2,0,18
3047,726021,100,0,1000,2,0,18
3048,726030,100,0,1000,2,0,18
3049,726100,100,0,1000,2,0,18
3050,726101,100,0,1000,2,0,18
3051,726199,100,0,1000,1,0,18
3052,726200,100,0,1000,2,0,18
3053,726210,100,0,1000,2,0,18
3054,726220,100,0,1000,2,0,18
3055,230001,100,0,0,0,-3400,18
3056,230002,100,0,0,0,-3400,18
3057,230003,100,0,0,0,-3400,18
3058,230004,100,0,0,0,-3400,18
3059,230005,100,0,0,0,-3400,18
3060,230010,100,0,0,0,-3400,18
